,Depth,Height,Width,Weight,Clarity,Cut,Polish,Symmetry,Fluorescence,Colour,Shape,Price
0,5.56,5.17,3.61,0.9,70,30,40,30,10,7,60,2344.02
1,6.62,4.39,2.71,0.51,80,40,40,20,10,5,70,1672.34
2,5.19,3.94,2.28,0.35,70,20,30,20,40,2,70,792.86
3,6.42,6.03,4.04,1.32,100,40,40,40,70,4,60,11502.51
4,6.76,4.47,2.79,0.5,70,40,40,30,10,1,50,2296.93
5,5.62,4.8,3.24,0.73,60,40,40,40,10,7,60,1525.93
6,3.67,3.69,2.23,0.18,70,40,40,40,10,1,90,786.37
7,5.29,4.71,3.29,0.7,50,30,40,30,20,14,60,2305.38
8,4.17,4.39,2.43,0.3,70,20,40,30,10,14,10,1042.26
9,5.06,5.07,3.17,0.5,70,40,40,40,10,5,90,2344.61
10,4.83,4.89,3.15,0.5,50,20,30,30,10,12,90,2028.12
11,3.85,4.63,2.77,0.3,70,30,20,20,20,14,10,975.81
12,5.16,4.8,3.33,0.71,40,30,40,30,10,7,60,1410.74
13,5.95,5.15,3.5,0.91,60,40,40,40,10,3,60,3365.27
14,5.15,3.82,2.39,0.31,40,40,40,30,10,1,70,855.09
15,4.32,4.34,2.67,0.3,80,40,40,40,10,13,90,867.38
16,3.95,3.98,2.41,0.23,70,40,40,40,10,1,90,941.25
17,8.17,5.58,3.5,1,70,30,40,20,10,3,50,6096.99
18,5.16,5.2,3.2,0.53,90,40,40,40,10,7,90,1970.03
19,4.72,3.21,2.17,0.31,60,40,40,30,40,1,30,877.13
20,3.79,3.81,2.33,0.2,100,40,40,40,10,1,90,922.4
21,5,4.32,2.9,0.52,80,40,40,30,10,7,60,959.96
22,5.05,5.08,3.17,0.5,50,40,40,40,10,5,90,1984.03
23,5.05,5.08,3.17,0.5,70,40,40,40,10,11,90,2048.36
24,3.93,3.96,2.41,0.23,70,40,40,40,10,12,90,935.79
25,4.15,4.11,2.9,0.4,50,40,30,20,10,14,80,1155.32
26,4.93,3.4,2.35,0.38,80,30,40,30,10,1,30,1156.81
27,4.5,4.53,2.81,0.35,80,40,40,40,10,4,90,1400.45
28,5.51,5.14,3.45,0.8,40,30,40,30,40,12,60,2116.52
29,4.75,3.2,2.05,0.3,90,40,30,30,40,4,30,1042.29
30,4.5,5.05,3.01,0.38,40,40,30,20,10,1,10,942.99
31,6.55,4.32,2.69,0.5,60,40,30,20,10,12,70,1748.16
32,4.17,4.2,2.69,0.3,70,20,30,30,10,11,90,910.99
33,4.39,4.38,3.13,0.51,70,40,30,30,20,7,80,1162.84
34,5.57,3.78,2.32,0.31,70,40,30,30,10,3,70,942.61
35,5.48,5.17,3.45,0.83,50,40,40,40,10,14,60,2785.64
36,3.99,4.72,2.71,0.3,40,40,30,30,10,3,10,766.92
37,5.77,5.8,3.63,0.75,40,40,40,40,10,6,90,1535.11
38,3.82,3.83,2.26,0.2,80,40,40,40,10,1,90,862.56
39,4.81,3.53,2.32,0.37,80,40,40,30,10,1,30,1172.15
40,5,5.06,3.17,0.5,60,40,40,30,70,1,90,2031.58
41,4.58,4.41,2.94,0.5,70,40,40,30,40,12,60,1533.78
42,6.11,4.54,2.79,0.5,50,30,30,20,10,12,70,1624.24
43,5.31,3.52,2.13,0.41,60,30,30,30,10,7,30,865.36
44,4.13,4.18,2.72,0.3,40,20,40,20,10,4,90,902.88
45,7.61,4.91,3.05,0.7,50,40,30,30,20,7,50,1589.66
46,4.01,4.7,2.79,0.3,50,30,40,20,10,4,10,945.89
47,5.44,5.4,3.66,0.9,50,40,40,40,10,5,60,2934.53
48,10.8,6.96,4.39,2,40,30,40,40,20,5,50,15952.75
49,4.25,4.28,2.67,0.3,70,30,40,30,10,4,90,1123.92
50,4.28,4.2,3.09,0.5,60,30,30,20,10,5,80,1280.41
51,4.44,3.33,2.18,0.31,70,40,40,30,10,4,30,1063.6
52,3.9,3.92,2.44,0.23,70,40,40,40,10,12,90,930.75
53,4.48,3.31,2.24,0.31,80,40,40,30,10,4,30,1060.56
54,5.05,5.08,3.17,0.5,70,40,40,40,10,11,90,1985.09
55,5.23,5.25,3.29,0.55,70,40,40,40,10,2,90,1382.34
56,3.73,3.76,2.22,0.19,100,40,40,40,10,1,90,877.11
57,3.84,3.87,2.32,0.21,70,40,40,40,10,1,90,857.18
58,6.66,4.23,2.64,0.5,60,40,30,20,20,4,70,1822.02
59,4.33,4.71,2.79,0.32,50,40,40,30,10,14,10,917.2
60,4.1,4.02,2.92,0.4,70,40,30,20,20,3,80,1099.26
61,4.9,3.17,2.16,0.32,90,40,30,20,10,1,30,1143.35
62,4.89,4.95,3.27,0.5,60,20,40,30,10,1,90,2111.82
63,5.81,5.35,3.64,0.96,60,40,30,30,10,5,60,3801.62
64,5.16,5.2,3.07,0.5,50,40,40,30,40,14,90,2106.8
65,4.32,4.29,3.13,0.51,70,40,30,20,10,12,80,1876.49
66,4.3,4.35,2.63,0.3,60,40,40,30,10,4,90,1124.42
67,5.03,5.08,3.04,0.5,50,20,30,20,10,12,90,2053.49
68,5.16,3.79,2.59,0.5,60,40,40,30,10,5,30,1174.15
69,5.13,5.15,3.15,0.5,50,40,40,40,20,3,90,2187.19
70,4.3,4.31,2.64,0.3,40,40,40,40,10,1,90,1027.01
71,3.82,3.84,2.26,0.2,80,40,40,40,10,1,90,862.56
72,5.13,5.19,3.03,0.5,40,30,40,30,10,12,90,2034.07
73,4.85,3.4,2.26,0.34,90,40,30,30,20,12,30,1036.71
74,4.97,3.67,2.33,0.4,60,40,30,30,10,7,30,881.57
75,5.12,5.14,3.16,0.52,60,40,40,40,10,4,40,1024.92
76,5.4,5.01,3.51,0.81,60,30,40,40,10,11,60,2625.6
77,3.94,3.97,2.44,0.23,70,40,40,40,10,12,90,930.75
78,4.26,4.25,3.06,0.5,50,30,40,10,10,5,80,1316.56
79,5.86,5.37,3.76,1,40,30,40,40,10,3,60,3846.38
80,6.63,4.21,2.66,0.5,40,30,40,20,10,11,70,938.03
81,4.36,4.38,2.62,0.3,50,40,40,40,60,14,90,928.69
82,5,5.06,3.17,0.5,50,30,40,30,20,12,90,2028.32
83,5.25,3.38,2.31,0.4,50,40,30,30,10,3,30,1031.63
84,4.09,4.67,2.61,0.3,50,40,40,30,10,14,10,992.57
85,4.55,3.36,2.18,0.3,70,40,40,20,10,1,30,939.88
86,10.32,6.96,4.44,2,40,30,30,30,10,7,50,8586.55
87,5.24,4.77,3.33,0.71,80,30,40,30,40,4,60,2823.23
88,4.75,3.22,2,0.3,70,40,40,30,10,12,30,1031.12
89,6.82,4.36,2.62,0.5,60,20,40,30,20,4,70,1750.96
90,4.04,4.07,2.41,0.24,70,40,40,40,20,1,90,934.6
91,4.16,4.5,2.68,0.3,60,30,30,20,10,14,10,1006.26
92,4.72,4.31,2.92,0.51,70,40,30,30,10,7,60,958.73
93,4.92,4.27,2.89,0.51,50,40,40,30,20,10,60,816.68
94,4.82,4.9,3.22,0.5,60,20,40,20,20,11,90,1496.47
95,4.58,4.39,2.96,0.5,60,40,30,30,10,14,60,1607.19
96,4.56,4.61,2.97,0.4,50,30,40,30,10,7,90,920.8
97,7.42,4.43,2.58,0.5,70,40,40,30,10,1,50,2319.73
98,3.91,3.94,2.45,0.23,70,40,40,40,10,12,90,935.79
99,5.89,4.99,3.35,0.81,50,40,40,30,10,1,60,2626.83
100,4.15,4.21,2.7,0.3,80,30,30,30,10,4,90,1131.56
101,4.33,4.65,2.57,0.3,60,30,30,20,10,14,10,1006.26
102,4.26,4.59,2.69,0.3,50,30,40,20,20,12,10,897.27
103,4.16,4.1,2.97,0.43,60,40,40,30,10,4,80,1452.83
104,3.68,3.71,2.29,0.19,80,40,30,30,10,4,90,824.43
105,4.87,4.91,3.23,0.5,60,20,40,20,20,12,90,2053.39
106,6.53,4.29,2.64,0.5,60,30,30,30,20,13,70,925.91
107,4.85,4.8,3.39,0.7,40,40,30,20,10,5,80,1948.11
108,3.84,3.89,2.46,0.23,80,30,30,30,10,12,90,911.38
109,7.41,4.98,3.01,0.72,30,40,30,30,20,6,70,905.05
110,4.25,4.5,2.65,0.3,50,30,40,20,10,12,10,907.92
111,4.93,4.96,3.22,0.5,60,30,40,30,10,1,90,2447.12
112,3.98,4.84,2.71,0.3,50,30,40,20,10,1,10,930.75
113,5.2,5.22,3.18,0.53,50,40,40,40,20,1,90,2186.82
114,5.5,5.4,3.65,0.91,60,40,40,40,10,5,60,3180.36
115,4.63,3.23,2.23,0.3,70,40,40,30,10,5,30,868.37
116,5.07,3.36,2.37,0.4,70,30,30,30,20,3,30,1212.17
117,5.1,5.06,3.15,0.5,40,40,40,40,10,1,90,921.38
118,5,5.06,3.16,0.5,60,20,30,20,10,14,90,2074.51
119,4.93,4.96,3.18,0.5,60,20,40,20,10,14,90,2105.01
120,5.21,5.24,3.28,0.55,80,40,40,40,20,7,90,1973.02
121,4.2,4.23,2.69,0.3,40,30,40,40,10,14,90,908.44
122,4.29,4.32,2.66,0.3,70,40,40,40,10,7,90,908.38
123,6.09,4.54,2.81,0.5,50,40,40,30,10,4,70,1786.33
124,5.1,4.79,3.3,0.7,50,30,40,30,10,4,60,2577.77
125,4.24,4.96,2.81,0.34,60,40,40,30,10,1,10,1138.43
126,4.97,5.01,3.23,0.5,90,20,40,20,40,1,90,2077.86
127,5.19,3.94,2.28,0.35,70,20,30,20,40,2,70,792.86
128,4.99,5.02,3.16,0.5,60,30,40,30,60,3,90,2036.9
129,4.85,4.94,3.18,0.5,50,20,40,20,10,1,90,1965.55
130,4.87,4.85,3.39,0.72,60,40,40,30,40,2,60,2092.63
131,5.13,5.15,3.1,0.5,60,40,30,40,20,5,90,2078.47
132,5.63,5.25,3.56,0.96,40,40,40,30,20,2,60,1995.68
133,5.46,5.09,3.46,0.8,60,40,40,40,10,5,60,2368.37
134,3.89,3.91,2.36,0.22,80,40,40,40,10,1,90,919.85
135,5.08,5.1,3.19,0.51,40,40,40,40,20,3,90,2028.19
136,5.03,5.06,3.18,0.5,50,40,40,30,40,1,90,2105.76
137,4.59,3.37,2.16,0.31,60,40,40,30,10,1,30,1029.62
138,4.89,5.17,2.85,0.46,40,30,30,30,10,5,10,1039.25
139,5.11,5.17,3.1,0.5,60,40,40,30,10,7,90,1481.75
140,6.23,3.79,2.26,0.31,100,40,40,20,10,4,50,1589.72
141,5.71,5.28,3.58,0.9,50,40,40,40,10,12,60,3579.91
142,4.03,4.78,2.75,0.3,50,40,40,20,10,1,10,946.4
143,4.62,4.48,2.97,0.51,70,40,30,30,20,2,60,1424.23
144,3.91,3.93,2.44,0.23,80,40,40,40,10,4,90,974.64
145,3.95,3.98,2.44,0.24,70,40,40,40,10,12,90,934.6
146,5.65,5.44,3.79,1,60,30,40,40,10,11,60,3586.78
147,4.88,3.25,2.03,0.32,100,30,40,10,20,4,30,1211.41
148,3.9,3.92,2.45,0.23,70,40,40,40,10,12,90,935.79
149,5.19,5.2,3.11,0.5,50,40,40,40,20,12,90,2347.68
150,4.31,4.34,2.57,0.3,50,30,30,20,10,3,90,930.73
151,6.58,4.46,2.66,0.5,60,40,40,30,10,7,70,1182.72
152,6.34,5.32,3.62,1.01,40,40,40,40,10,12,60,3633.68
153,5.68,5.4,3.64,0.93,50,40,40,30,10,12,60,3559.23
154,3.98,4.01,2.44,0.24,90,40,40,40,10,4,90,1040.04
155,5.03,4.3,2.92,0.53,70,40,40,40,20,4,60,1882.55
156,4.53,3.33,2.24,0.31,100,40,40,20,10,4,30,1184.12
157,9.61,9.36,6.34,5.01,20,40,40,30,20,2,60,39531.39
158,4.31,4.34,2.65,0.31,70,40,30,40,20,7,90,873.95
159,7.01,4.49,2.67,0.5,70,30,30,30,10,12,50,2111.79
160,4.65,3.24,2.12,0.3,90,40,40,30,10,4,30,1155.32
161,4.51,4.47,3.03,0.52,60,40,40,20,10,14,60,1526.14
162,4.01,4.03,2.39,0.23,70,40,40,40,10,14,90,894.96
163,5.12,5.15,3.2,0.51,40,40,30,40,20,11,90,1399.64
164,3.89,3.91,2.45,0.23,70,40,30,30,10,1,90,904.71
165,6.46,5.99,4.04,1.21,50,40,40,40,60,4,60,7283.46
166,4.84,4.85,2.96,0.42,70,40,40,40,10,5,90,1532.59
167,4.8,3.08,1.92,0.18,90,40,40,20,10,4,70,727.05
168,4.41,4.29,3.17,0.5,70,30,40,30,10,4,80,1871.82
169,3.88,3.92,2.43,0.23,80,40,40,40,10,4,90,969.59
170,6.26,5.74,3.9,1.2,80,40,40,30,20,7,60,3824.38
171,4.97,5.05,3.16,0.5,50,30,30,20,10,12,90,2020.58
172,5.19,5.11,3.47,0.8,60,40,40,30,10,11,60,2207.83
173,4.04,4.75,2.82,0.3,60,40,40,30,20,5,10,840.96
174,4.51,4.53,2.7,0.33,70,40,40,40,40,13,90,895.75
175,4.93,4.96,3.19,0.5,60,30,40,30,10,4,90,2453.2
176,5.09,4.94,3.3,0.7,50,30,40,30,10,1,60,2525.67
177,4.15,4.19,2.71,0.3,60,20,40,20,10,11,90,875.99
178,4.21,4.83,2.94,0.34,60,20,30,20,10,3,10,997.69
179,4.86,4.21,2.85,0.5,60,40,40,30,10,14,60,1594.52
180,4.58,3.44,2.23,0.31,70,40,40,20,10,1,30,951.57
181,5.16,5.19,3.14,0.51,70,40,40,40,10,11,90,2082.57
182,4.02,4.03,2.43,0.24,80,40,40,40,10,14,90,930.14
183,4.67,4.28,2.9,0.5,40,40,40,30,10,1,60,1331.01
184,4.64,4.68,2.91,0.4,50,30,40,30,10,6,90,852.5
185,6.25,4.39,2.74,0.5,60,30,40,30,10,4,70,1791.38
186,6.56,4.33,2.68,0.5,50,40,40,30,10,14,70,1647.77
187,6.51,5.31,3.27,1,30,40,30,20,20,8,60,1325.01
188,4.46,3.29,2.16,0.3,60,40,30,20,10,12,30,934.77
189,5.65,5.39,3.59,0.9,50,40,40,40,20,13,60,1550.22
190,4.87,4.88,2.93,0.43,40,40,40,40,10,7,90,942.61
191,5.48,5.11,3.46,0.81,80,40,40,40,10,11,60,2288.56
192,6.28,4.02,2.47,0.4,60,40,40,20,20,4,70,1309.45
193,5.45,5.4,3.69,0.9,60,30,40,20,10,5,60,3187.67
194,5.38,4.93,3.28,0.73,50,40,40,30,10,3,60,2356.77
195,4.13,4.09,2.95,0.41,70,40,40,30,20,14,80,1400.94
196,6.23,4.03,2.48,0.4,50,40,30,30,40,13,70,736.2
197,5.06,5.08,3.18,0.5,40,40,40,40,10,1,90,2063.52
198,5.75,5.03,3.61,0.9,40,20,30,30,10,5,60,2462.49
199,5.13,5.16,3.08,0.5,90,40,40,40,10,11,90,2062.8
200,6.25,4.44,2.8,0.5,80,40,40,30,10,3,70,1957.87
201,5.52,3.58,2.5,0.5,50,30,20,20,10,11,30,1155.23
202,6.17,4.5,2.74,0.5,50,40,40,40,10,4,70,1760.98
203,4.98,3.49,2.38,0.41,70,40,40,40,10,12,30,1369.09
204,4.8,4.83,2.92,0.41,50,40,40,40,20,1,90,1520.86
205,3.89,3.92,2.47,0.23,80,40,40,40,10,4,90,969.59
206,5.08,5.11,3.19,0.51,90,40,30,40,10,11,90,2061.11
207,5.16,5.18,3.21,0.53,50,40,40,40,10,5,90,2111.62
208,5.05,5.04,3.38,0.71,40,40,40,40,10,5,60,1805.53
209,6.55,4.85,3.19,0.8,40,40,40,30,20,2,70,1621.05
210,8.64,5.39,3.23,0.9,40,40,40,30,20,4,50,4431.08
211,5.06,5.09,3.17,0.5,50,40,40,40,20,7,90,1537.96
212,5.86,3.68,2.12,0.3,80,30,40,20,10,1,70,984.43
213,4.55,4.53,3.3,0.59,50,40,40,30,20,3,80,1643.2
214,4.53,4.48,3.04,0.53,40,40,40,30,20,5,80,1252.19
215,3.86,3.88,2.42,0.22,80,40,40,40,20,1,90,854.01
216,4.94,3.15,1.89,0.3,60,30,40,20,20,1,30,946.43
217,5.3,5.06,3.44,0.8,70,40,40,30,10,12,60,3574.69
218,5.78,3.66,2.28,0.3,60,30,40,30,10,3,50,901.31
219,5.04,5.38,3,0.51,50,30,40,30,40,5,10,1114.81
220,6.1,4.91,3.33,0.82,60,40,40,40,10,4,60,3632.78
221,3.92,3.94,2.45,0.23,60,40,40,30,10,1,90,899.25
222,5.11,5.13,3.14,0.5,40,40,40,40,20,1,90,2077.01
223,4.16,4.61,2.73,0.3,40,40,40,30,10,12,10,760.87
224,6.56,6.25,4.21,1.52,80,40,40,40,10,3,60,4944.08
225,3.9,3.93,2.43,0.23,70,40,40,40,10,12,90,930.75
226,4.59,5.02,2.9,0.4,50,30,40,30,10,3,10,1135.04
227,4.53,3.43,2.21,0.31,60,30,30,20,20,1,30,948.41
228,5.23,4.72,3.29,0.7,40,30,40,30,10,3,60,1603.54
229,5.02,5.05,3.17,0.5,50,40,40,30,60,14,90,1975.49
230,4.32,4.34,2.59,0.3,40,30,40,40,10,12,90,934.77
231,3.93,3.96,2.42,0.23,60,40,40,40,10,1,90,946.26
232,7.25,5.37,3.26,0.82,70,40,40,30,10,6,70,1400.63
233,5.05,4.74,3.24,0.7,80,40,40,20,40,2,60,2194.13
234,4.32,4.34,2.67,0.3,80,40,40,40,40,13,90,809.53
235,5.22,3.84,2.53,0.5,70,40,30,30,10,3,30,1661.72
236,6.68,4.53,2.76,0.52,70,40,30,30,20,6,70,861.96
237,4.9,3.7,2.47,0.41,60,40,40,30,20,1,30,1290.13
238,6.32,6.36,4.03,1.01,50,40,40,40,20,15,90,2066.37
239,3.94,3.97,2.4,0.23,70,40,40,40,10,12,90,925.68
240,4.89,4.25,2.85,0.5,70,30,40,30,10,3,60,1301.12
241,5.08,5.12,3.19,0.51,70,40,40,40,10,11,90,2059.12
242,5.72,5.63,3.75,1.02,40,40,40,40,10,3,60,3193.78
243,3.84,4.56,2.76,0.3,50,30,40,20,20,1,10,875.42
244,4.63,4.41,2.99,0.52,100,40,40,30,10,7,60,1021.06
245,7.07,6.42,4.27,1.6,70,30,30,30,10,11,60,3434.4
246,5.2,4.94,3.31,0.72,60,40,40,40,10,3,60,2442.08
247,4.34,4.33,3.15,0.52,50,40,40,20,10,14,80,1460.24
248,3.86,3.8,2.71,0.33,90,40,40,20,20,14,80,967.1
249,3.98,4.01,2.42,0.23,70,40,40,40,10,1,90,941.25
250,4.2,4.21,2.56,0.27,90,40,40,40,10,12,90,1162.04
251,3.93,3.96,2.42,0.23,70,40,40,40,10,1,90,930.75
252,4.47,3.34,2.15,0.31,70,40,40,30,10,1,30,1062.06
253,5.66,5.6,3.66,1.03,60,40,40,30,10,8,60,2683.59
254,5.96,5.18,3.44,0.9,60,40,40,30,10,7,60,2228.75
255,4.04,4.62,2.78,0.3,60,30,30,20,10,1,10,1004.74
256,3.63,3.65,2.27,0.18,100,40,40,40,10,1,90,840.83
257,4.91,3.3,2.05,0.32,80,40,40,30,40,1,30,1027.52
258,4.57,4.58,2.87,0.37,90,40,40,40,10,14,90,1533.57
259,3.81,3.75,2.69,0.31,70,40,30,30,10,4,80,975.06
260,5.37,5.06,3.43,0.76,50,40,40,30,10,5,60,2106.91
261,4.32,4.35,2.58,0.3,70,30,40,30,20,11,90,934.27
262,4.32,4.33,2.59,0.3,40,40,40,40,10,1,90,934.76
263,3.94,3.95,2.42,0.23,90,40,40,40,10,14,90,947.46
264,5.37,4.93,3.33,0.71,40,40,30,30,10,1,60,2163.98
265,4.98,4.52,3.07,0.59,60,40,40,30,10,12,60,2117.98
266,4.92,5,3.13,0.5,50,30,40,20,10,12,90,2056
267,5.04,3.19,1.89,0.3,80,30,30,20,40,4,30,906.85
268,5.36,5.01,3.4,0.79,70,40,40,40,20,7,60,1873.11
269,4.19,4.23,2.64,0.3,50,30,30,20,10,14,90,936.31
270,6.98,4.45,2.64,0.55,70,40,40,20,10,5,70,1822.6
271,4.85,3.14,2.03,0.3,90,40,40,20,10,12,30,1044.25
272,6.34,4.63,2.82,0.53,60,40,40,30,10,12,70,1790.94
273,8.96,5.35,3.19,0.9,70,40,40,40,10,6,50,2032.84
274,5.25,5.28,3.18,0.53,40,40,40,40,10,14,90,2080.19
275,5.14,5.18,3.21,0.52,50,40,40,40,40,14,90,2029.79
276,4.22,4.12,2.99,0.4,70,30,30,20,10,12,80,1338.58
277,4.96,5.02,3.17,0.5,50,30,30,20,10,1,90,1975.61
278,4.9,4.23,2.87,0.5,80,40,30,20,10,3,60,1519.31
279,4.33,4.28,3.04,0.51,70,40,30,20,10,1,80,1931.69
280,4.44,4.37,3.1,0.5,40,40,40,30,20,14,80,1312.45
281,5.82,3.82,2.39,0.31,50,40,40,30,10,14,50,902.26
282,5.01,3.67,2.41,0.42,90,40,40,20,20,7,30,903.73
283,5.01,5.06,3.19,0.5,60,30,30,20,10,12,90,2352.55
284,4.85,4.9,3.2,0.5,60,20,30,30,10,12,90,2094.84
285,3.93,3.96,2.45,0.23,70,40,40,40,10,14,90,867.78
286,3.93,3.96,2.38,0.23,80,40,40,40,20,3,90,874.41
287,4.89,3.13,2.11,0.32,100,40,40,30,10,1,30,1012.92
288,4.05,4.66,2.72,0.3,60,40,40,30,10,5,10,864.27
289,4.33,3.24,2.3,0.3,60,40,20,10,10,14,30,895.21
290,4.67,4.69,2.96,0.4,90,40,40,40,60,1,90,1539.29
291,4.09,4.13,2.7,0.29,60,20,30,30,20,12,90,930.55
292,3.86,4.55,2.76,0.29,50,20,40,20,10,12,10,796.23
293,5.14,5.16,3.01,0.5,80,30,30,30,20,14,90,2352.62
294,4.92,4.98,3.24,0.5,60,20,40,20,10,12,90,2105.05
295,5.01,5.08,3.1,0.5,60,20,40,20,10,14,90,2071.48
296,6.32,4.37,2.7,0.5,70,40,40,30,10,3,70,1800.75
297,5.54,3.72,2.3,0.3,60,30,40,20,10,4,50,904.91
298,5.46,5.45,3.8,0.96,40,30,40,40,20,14,60,3088.25
299,5.87,4.85,3.29,0.8,80,40,40,30,10,5,60,2651.54
300,4.36,4.36,2.98,0.5,50,40,40,30,10,12,80,1499.88
301,3.89,4.68,2.82,0.3,60,30,40,20,10,14,10,985.51
302,4.08,4.79,2.72,0.3,60,40,40,20,10,1,10,1057.5
303,3.94,3.97,2.48,0.24,70,40,40,40,10,12,90,951.23
304,4.96,4.86,3.28,0.71,80,40,30,30,10,2,60,1793.13
305,4.21,4.22,2.61,0.28,50,40,40,30,10,12,90,900.63
306,3.88,4.65,2.81,0.3,60,30,40,20,10,1,10,1004.74
307,4.96,4.3,2.91,0.51,60,40,40,20,10,1,60,1582.23
308,5.19,5.51,3.04,0.53,40,30,40,30,20,7,10,1089.93
309,5.01,5.05,3.18,0.5,50,30,40,40,10,12,90,2106.06
310,5.14,5,3.5,0.8,80,30,30,30,10,11,60,2079
311,4.32,4.34,2.66,0.3,50,40,40,40,20,13,90,745.68
312,4.99,3.28,2.1,0.33,80,40,30,30,10,12,30,1063.64
313,4.32,3.25,2.27,0.3,60,30,30,20,10,1,30,905.91
314,3.91,3.92,2.46,0.23,60,40,40,30,10,1,90,915.2
315,5.53,5.55,3.47,0.65,80,40,40,40,20,7,90,2099.02
316,3.94,3.92,2.44,0.23,90,40,40,40,10,3,90,885.24
317,4.13,4.67,2.62,0.31,50,40,30,30,10,1,10,998.71
318,3.82,3.85,2.34,0.21,90,40,40,40,10,1,90,862.85
319,5.67,4.93,3.35,0.8,60,40,40,30,20,5,60,2119.15
320,6.08,5.61,4.01,1.2,70,20,40,30,10,5,60,4805.37
321,6.91,5.09,3.14,0.7,40,40,40,30,10,7,70,1739.94
322,4.47,4.44,3.24,0.6,70,40,40,40,10,5,80,1816.83
323,10.02,5.84,3.5,1.2,80,40,40,40,20,3,50,9518.21
324,4.17,4.23,2.67,0.3,60,30,40,20,20,7,90,795.33
325,3.79,3.82,2.32,0.2,80,40,40,40,10,1,90,875.39
326,7.56,3.37,2.06,0.31,40,40,40,30,10,4,20,882.37
327,3.81,3.83,2.25,0.2,80,40,40,40,10,1,90,866.95
328,4.43,4.41,3.17,0.5,60,40,40,30,10,1,80,1881.9
329,4.78,4.79,2.99,0.42,70,40,40,40,10,5,90,1538.37
330,3.93,3.95,2.44,0.23,70,40,40,40,10,1,90,951.72
331,3.89,3.92,2.46,0.23,100,40,40,40,10,14,90,915.98
332,4.26,4.29,2.65,0.3,60,30,30,20,10,3,90,935.25
333,4.63,4.49,2.93,0.51,40,40,30,30,10,2,60,1044.18
334,4.92,4.96,3.18,0.5,40,30,40,30,10,4,90,2045.02
335,3.91,3.92,2.39,0.23,70,40,40,30,10,1,90,904.71
336,4.26,4.22,3.07,0.5,60,30,40,20,10,13,80,971.75
337,5.25,5.19,3.52,0.8,60,40,40,40,10,14,60,2896.8
338,4.36,4.38,2.54,0.3,50,20,30,20,10,5,90,868.36
339,8.39,5.39,3.39,0.9,50,40,40,30,10,14,50,4327.67
340,7.04,4.66,2.86,0.6,70,40,40,30,10,11,70,1819.56
341,6.17,4.55,2.79,0.5,80,40,40,30,20,6,70,914.66
342,5.15,5.19,3.01,0.5,60,30,40,20,40,3,90,2036.9
343,4.25,4.3,2.58,0.3,70,30,30,20,10,14,90,1081.85
344,4.2,4.27,2.65,0.3,40,30,40,20,10,1,90,907.92
345,4.02,3.95,2.88,0.4,50,40,30,30,10,14,80,1155.32
346,5.05,5.09,3.16,0.5,40,40,40,40,10,1,90,2111.79
347,3.72,3.73,2.33,0.2,80,40,40,40,10,1,90,875.39
348,5.32,3.91,2.56,0.5,40,40,40,30,10,13,30,849.8
349,4.08,4.01,2.97,0.4,60,30,30,20,20,4,80,1344.58
350,4.18,4.63,2.55,0.3,60,20,30,30,10,14,10,977.39
351,5.42,3.62,2.24,0.42,70,40,20,20,10,12,30,1425.46
352,5.92,4.31,2.71,0.46,60,30,40,20,20,7,70,840.22
353,4.01,4.02,2.39,0.23,70,40,40,40,10,1,90,951.72
354,4.2,4.87,2.88,0.34,50,40,40,30,10,12,10,940.21
355,7.93,5.39,3.54,1,50,20,40,30,10,5,50,4379.85
356,6.19,5.37,3.57,1,50,40,30,30,40,4,60,4805.29
357,3.93,3.96,2.47,0.23,80,40,40,40,10,14,90,900.42
358,5.45,5.46,3.27,0.6,60,40,40,40,10,2,90,1973.48
359,5.88,5.92,3.68,0.8,60,40,40,40,10,6,90,2352.82
360,3.93,3.96,2.46,0.23,70,40,40,40,10,3,90,863.12
361,5.08,4.86,3.25,0.7,40,40,40,20,20,2,60,2095.89
362,4.6,4.4,2.99,0.52,50,40,30,30,60,2,60,1142.98
363,3.91,3.93,2.42,0.23,70,40,40,40,10,12,90,930.75
364,5.31,3.93,2.46,0.5,60,30,40,20,10,3,30,1690.88
365,4.73,4.31,2.91,0.5,70,40,40,30,10,3,60,1486.18
366,3.95,3.98,2.43,0.23,80,40,40,40,10,1,90,975.43
367,4.07,4.67,2.7,0.3,90,30,40,20,10,5,10,838.41
368,5.06,5.09,3.16,0.5,60,40,40,30,10,12,90,2448.26
369,5.76,5.52,3.69,1.01,40,40,40,30,40,2,60,3010.7
370,4.55,4.5,3.02,0.51,50,40,40,40,10,5,60,1387.05
371,3.94,3.96,2.38,0.23,70,40,40,40,10,12,90,935.79
372,5.13,3.78,2.58,0.5,60,40,30,20,20,4,30,1661.27
373,4.3,4.32,2.65,0.3,40,40,40,40,10,12,90,941.33
374,4.89,4.95,3.19,0.5,60,20,40,20,10,4,90,2111.79
375,6.69,4.43,2.62,0.5,60,40,40,30,10,12,70,1973.23
376,5.35,4.73,3.29,0.7,50,30,40,30,10,11,60,1537.65
377,4.56,4.49,2.94,0.53,80,40,40,30,40,2,60,1277.75
378,5.9,5.94,3.7,0.8,40,40,40,40,20,6,90,2087.54
379,3.95,3.97,2.44,0.23,70,40,40,40,10,12,90,941.25
380,6.47,4.22,2.66,0.5,40,20,40,30,10,1,70,1399.34
