,Depth,Height,Width,Weight,Clarity,Cut,Polish,Symmetry,Fluorescence,Colour,Shape,Price
1816,4.59,4.88,2.69,0.35,50,20,30,20,10,4,10,969.18
1817,4.99,5.01,3.14,0.5,60,30,30,30,60,12,90,2053.39
1818,4.75,4.67,3.46,0.7,40,30,30,30,10,14,80,1929.3
1819,6.14,4.14,2.52,0.4,60,40,40,30,10,11,70,969.43
1820,3.67,3.68,2.28,0.19,80,40,40,40,10,14,90,801.33
1821,4.37,4.39,2.73,0.32,60,40,40,40,10,11,90,878.8
1822,3.96,3.99,2.45,0.23,60,40,40,40,10,12,90,915.2
1823,3.94,3.87,2.81,0.37,70,40,40,20,20,14,80,1067.76
1824,4.94,4.98,3.19,0.5,90,30,40,40,10,7,90,1507.79
1825,4.3,4.33,2.65,0.3,40,40,40,30,10,3,90,929.67
1826,4.17,4.66,2.59,0.29,70,30,30,30,10,12,10,901.16
1827,4.31,4.33,2.69,0.31,80,40,40,40,10,13,90,888.1
1828,4.21,4.15,3.25,0.5,70,20,40,20,10,11,80,1248.96
1829,5.88,3.69,2.16,0.3,50,40,40,30,10,1,70,919.06
1830,3.84,3.81,2.39,0.21,100,40,40,40,10,1,90,940.96
1831,8.74,5.54,3.33,1,50,40,40,30,10,1,50,6092.16
1832,4.69,3.35,2.16,0.33,90,40,40,30,10,3,30,1066.41
1833,4.4,4.43,2.67,0.31,60,30,40,40,60,11,90,869.78
1834,3.69,3.71,2.26,0.18,100,40,40,40,10,1,90,861.51
1835,3.88,3.92,2.45,0.23,70,40,40,40,10,12,90,909.74
1836,3.82,3.84,2.34,0.2,80,40,40,40,10,1,90,871.35
1837,3.92,4.53,2.74,0.31,50,40,40,30,20,12,10,926.91
1838,5.22,5.24,3.28,0.55,50,40,40,40,60,12,90,2016.74
1839,6.72,4.32,2.67,0.5,60,30,40,20,20,4,70,1822.02
1840,4.17,4.58,2.61,0.3,50,40,30,20,10,1,10,946.4
1841,6.29,4.09,2.42,0.4,70,40,40,30,40,1,70,1299.34
1842,5.48,5.12,3.36,0.8,70,40,40,40,10,11,60,1978.15
1843,5.08,5.1,3.17,0.5,50,40,40,40,20,5,90,1985.09
1844,4.23,4.92,2.76,0.35,60,40,40,30,10,3,10,1101.04
1845,4.59,4.39,2.91,0.5,60,40,40,20,10,1,60,1546.52
1846,4.37,4.4,2.59,0.3,70,40,30,40,10,12,90,1081.85
1847,5.19,3.33,2.22,0.35,80,40,30,30,10,1,30,1173.2
1848,4.89,4.97,3.2,0.5,50,20,40,30,10,4,90,2092.32
1849,6.23,5.39,3.67,1.01,40,40,40,40,10,14,60,3706.53
1850,6.63,4.48,2.76,0.52,50,40,40,30,10,6,70,864.57
1851,9.03,5.72,3.33,1,40,40,40,40,10,11,50,2941.43
1852,6.16,4.46,2.78,0.5,60,40,30,20,10,12,70,1858.32
1853,5.19,5.21,3.16,0.52,40,40,40,40,10,14,90,1978.77
1854,11.38,6.69,4.05,1.81,40,40,40,40,10,14,50,9504.07
1855,6.19,4.58,2.82,0.51,60,40,40,40,10,4,70,1959.54
1856,4.23,4.26,2.69,0.3,60,30,30,20,10,11,90,923.11
1857,5.66,5.49,3.73,1.01,90,40,40,20,20,2,60,3172.57
1858,4.93,4.99,3.18,0.5,70,30,40,30,10,4,90,2568.78
1859,5.15,3.8,2.6,0.5,60,40,40,30,20,11,30,1311.52
1860,4.27,4.31,2.62,0.3,40,30,30,20,10,4,90,921.57
1861,5.8,3.68,2.34,0.3,50,30,40,20,10,1,50,899.27
1862,6.09,5.19,3.53,0.96,40,40,40,30,10,12,60,2724.68
1863,4.48,3.3,2.24,0.32,90,40,40,30,10,4,30,1169.31
1864,5.43,5.11,3.53,0.87,60,40,40,30,40,2,60,3135.98
1865,4.91,3.27,2.02,0.33,60,40,40,30,10,1,30,1044.12
1866,3.84,3.86,2.35,0.21,80,40,40,40,10,1,90,906.87
1867,11.09,6.41,3.62,1.51,50,30,40,40,10,13,50,6889.54
1868,4,4.03,2.41,0.23,70,40,40,40,20,1,90,925.68
1869,6.04,5.55,3.78,1.2,40,40,40,30,10,2,60,4988.83
1870,4.13,4.12,3.11,0.5,40,20,30,30,10,3,80,1158.58
1871,7.86,5.48,3.47,1,40,40,30,20,10,13,70,1673.86
1872,3.99,4.02,2.41,0.23,70,40,40,40,10,14,90,894.96
1873,5.85,4.12,2.56,0.4,70,30,40,30,10,1,70,1303.38
1874,4.2,4.47,2.58,0.3,60,20,30,30,10,5,10,829.28
1875,3.92,3.94,2.45,0.23,70,40,40,40,10,1,90,941.25
1876,3.95,3.97,2.47,0.24,70,40,40,40,10,1,90,934.6
1877,4.93,5.01,3.14,0.5,50,30,40,20,10,12,90,2088.91
1878,4.8,3.28,2,0.31,50,30,40,20,60,4,30,886
1879,5.95,5.41,3.72,1,50,30,40,20,20,12,60,3885.83
1880,3.98,4.01,2.44,0.23,70,40,40,40,10,12,90,925.68
1881,3.95,3.97,2.37,0.23,80,40,40,40,10,14,90,889.9
1882,3.94,3.77,2.37,0.3,70,30,30,20,20,14,80,837.48
1883,6.77,5.85,3.97,1.23,50,40,40,40,10,12,60,7281.9
1884,4.66,3.22,2.09,0.29,60,20,30,20,10,14,30,849.7
1885,4.44,4.38,3.16,0.5,70,40,40,30,10,1,80,1939.41
1886,3.76,3.71,2.6,0.3,70,40,40,20,10,12,80,923.62
1887,4.01,4.04,2.48,0.24,80,40,40,40,10,12,90,1040.04
1888,3.98,4.01,2.42,0.23,70,40,40,40,10,1,90,941.25
1889,6.04,4.51,2.83,0.5,80,40,30,30,10,12,70,2028.12
1890,6.24,3.91,2.32,0.36,40,40,40,30,10,4,70,976.28
1891,3.95,3.85,2.61,0.31,80,40,40,30,20,11,80,757.14
1892,5.06,5.11,3.13,0.5,40,40,40,30,10,12,90,2028.14
1893,3.95,3.98,2.39,0.23,70,40,40,40,10,4,90,909.74
1894,3.89,3.92,2.42,0.22,70,40,40,40,10,12,90,894.18
1895,3.91,3.93,2.44,0.23,70,40,40,40,10,12,90,935.79
1896,3.96,3.98,2.4,0.23,70,40,40,40,10,12,90,925.68
1897,5.06,5.08,3.09,0.5,50,30,40,40,40,4,90,2050.82
1898,7.07,4.83,2.96,0.65,90,40,40,30,10,13,70,1354.03
1899,6.69,5.68,3.85,1.2,40,40,30,30,10,12,60,4822.48
1900,5.04,3.37,1.92,0.31,60,40,30,20,10,7,30,684.84
1901,5.64,5.39,3.6,0.9,50,40,40,30,20,6,60,1565.85
1902,4.94,4.54,3.35,0.71,60,20,30,30,10,14,60,2514.75
1903,4.27,4.3,2.65,0.3,70,30,40,40,20,11,90,926.68
1904,5.17,5.2,3.19,0.52,70,40,40,40,10,11,90,2073.83
1905,7.05,4.44,2.7,0.53,50,40,40,30,40,4,70,1693.78
1906,5,3.47,2.37,0.4,60,40,30,20,20,3,30,1145.23
1907,6.6,4.75,2.92,0.59,70,40,40,40,60,4,70,1862.8
1908,4.02,4.02,2.89,0.37,60,40,30,20,10,14,80,972.7
1909,3.61,3.64,2.23,0.18,70,40,40,40,10,1,90,779.7
1910,5.04,5.06,3.17,0.5,40,40,40,40,20,1,90,1963.37
1911,4.81,4.84,3.01,0.43,80,40,40,40,10,4,90,1969.53
1912,4.02,4.04,2.41,0.23,60,40,40,40,10,1,90,946.26
1913,6,5.34,3.73,1.01,40,30,40,30,60,5,60,2629.54
1914,4.72,3.16,2.16,0.31,100,40,40,30,10,4,30,1287.39
1915,5.07,5.12,3.09,0.5,60,30,40,20,10,1,90,2351.8
1916,4.85,3.14,2.03,0.3,90,40,40,20,10,12,30,1044.25
1917,5.64,4.91,3.33,0.76,50,40,40,30,10,3,60,2018.23
1918,3.88,3.91,2.46,0.23,80,40,40,40,10,14,90,900.42
1919,4.41,3.25,2.24,0.3,60,30,20,20,10,12,30,904.35
1920,5.65,4.64,3.12,0.7,60,40,40,30,10,5,60,2030.97
1921,4.52,4.42,2.98,0.5,60,40,30,30,10,11,60,1136.92
1922,5.01,5.05,3.18,0.5,40,30,40,30,20,4,90,1963.17
1923,3.93,3.94,2.43,0.23,70,40,40,40,10,12,90,930.75
1924,4.96,4.82,3.26,0.7,90,40,40,30,10,2,60,2983.04
1925,4.2,4.7,2.68,0.3,70,40,40,30,10,3,10,1063.53
1926,3.94,3.97,2.43,0.23,80,40,40,40,10,12,90,975.43
1927,4.45,4.47,2.78,0.34,90,40,40,40,10,4,90,1530.87
1928,4.01,4.61,2.74,0.3,70,40,40,30,10,12,10,1124.39
1929,3.9,3.93,2.42,0.23,60,40,40,40,10,1,90,920.22
1930,6.04,5.28,3.56,1.01,70,40,40,30,10,2,60,2473.38
1931,4.25,4.28,2.68,0.3,50,40,40,40,20,5,90,942.92
1932,3.71,3.73,2.35,0.2,80,40,40,40,10,1,90,862.56
1933,4.78,4.8,2.97,0.41,60,40,40,40,20,12,90,1526.48
1934,3.69,3.72,2.21,0.18,70,40,40,40,10,1,90,783.92
1935,4.35,4.38,2.55,0.3,60,30,40,30,20,11,90,902.83
1936,4.36,4.28,3.07,0.52,60,40,40,20,10,12,80,1788.21
1937,3.98,3.99,2.38,0.23,70,40,40,40,10,12,90,909.74
1938,5.12,5.14,3.12,0.5,70,40,40,40,20,13,90,1520.66
1939,3.8,3.82,2.37,0.21,80,40,40,40,10,1,90,899.08
1940,4.25,4.28,2.65,0.3,50,40,40,40,10,7,90,806.48
1941,5.73,3.86,2.24,0.3,90,40,40,30,10,4,70,1133.55
1942,5.06,5.08,3.13,0.5,40,40,40,30,10,4,90,2078.47
1943,5.98,5.5,3.67,1.01,80,40,40,40,10,11,60,3423.76
1944,3.8,3.82,2.36,0.2,80,40,40,40,10,1,90,866.95
1945,5.17,5.2,3.02,0.5,60,30,40,20,60,4,90,2074.83
1946,6.49,4.33,2.67,0.5,70,40,30,30,40,1,70,1620.97
1947,3.81,3.82,2.36,0.21,90,40,40,40,10,1,90,844.07
1948,4.33,4.37,2.56,0.3,50,20,30,30,10,14,90,929.75
1949,7.71,7.59,5.12,2.39,60,40,40,30,10,12,60,30949.54
1950,4.22,4.25,2.67,0.3,40,30,40,30,10,14,90,930.75
1951,4.75,4.85,3.26,0.5,40,40,40,20,10,12,90,1533.05
1952,4.02,4.04,2.41,0.23,60,40,40,40,10,1,90,946.26
1953,6.1,4.47,2.78,0.5,40,30,30,30,20,11,70,929.34
1954,4.02,4.04,2.38,0.23,100,40,40,40,10,14,90,935.4
1955,4.66,3.13,2.14,0.3,70,40,30,30,10,4,30,1058.95
1956,3.82,3.84,2.35,0.21,80,40,40,40,10,1,90,906.87
1957,4.42,4.44,2.53,0.3,80,30,30,20,10,5,90,858.74
1958,3.93,3.95,2.44,0.23,70,40,40,40,20,1,90,904.71
1959,5.26,4.84,3.29,0.7,60,40,40,30,10,1,60,2887.38
1960,6.54,4.41,2.77,0.5,50,30,40,20,10,4,50,1578.46
1961,4.35,4.29,3.11,0.5,70,40,40,30,40,4,80,1930.93
1962,8.05,5.14,3.06,0.8,90,40,40,30,40,6,70,1683.29
1963,3.96,3.99,2.42,0.23,70,40,40,30,10,1,90,904.71
1964,5.1,5.13,3.07,0.5,60,30,40,30,10,5,90,2069.41
1965,5.07,5.09,3.14,0.5,30,40,40,40,10,14,90,1534.52
1966,6.56,4.44,2.64,0.5,60,30,40,20,60,6,70,770.27
1967,4.72,3.17,2.12,0.3,80,40,40,20,10,4,30,1031.66
1968,4.69,4.72,2.92,0.4,50,40,40,30,20,13,90,828.78
1969,5.22,4.26,2.84,0.52,60,40,40,30,10,3,60,1600.87
1970,5.12,5.15,3.13,0.5,50,40,40,40,10,1,90,2471.74
1971,5.25,5.27,3.31,0.56,40,40,40,40,20,14,90,2075.71
1972,3.95,3.98,2.41,0.23,70,40,40,40,10,1,90,941.25
1973,5.76,5.48,3.65,1,60,40,30,30,40,14,60,4795.54
1974,6.02,5.86,3.93,1.2,70,40,40,30,10,2,60,2140.45
1975,5.75,3.8,2.37,0.3,50,40,40,30,10,1,50,903.81
1976,4.22,4.15,2.95,0.4,80,40,30,20,20,14,80,1285.79
1977,4.87,4.91,3.07,0.45,70,40,40,40,10,1,90,2047
1978,4.58,4.35,2.93,0.5,60,40,40,30,10,3,60,1552.3
1979,3.92,3.96,2.43,0.23,70,40,40,40,10,12,90,941.25
1980,6.06,3.86,2.36,0.35,80,30,40,20,10,14,70,940.84
1981,5.81,5.59,3.64,1,40,40,40,30,40,7,60,2049.9
1982,5.54,3.9,2.34,0.5,60,30,30,30,10,7,30,1275.95
1983,4.94,4.81,3.59,0.8,70,30,40,20,10,13,80,1882.12
1984,4.26,4.29,2.67,0.3,50,40,40,40,10,7,90,793.3
1985,5.41,5.1,3.47,0.8,60,40,40,30,10,11,60,2166.14
1986,6.31,4.68,2.84,0.52,60,40,30,30,10,12,70,2041.15
1987,3.96,3.98,2.47,0.24,70,40,40,40,10,12,90,951.23
1988,4.31,4.27,3.08,0.5,60,40,40,20,10,5,80,1463.57
1989,4.69,4.72,2.95,0.4,60,40,30,40,10,3,90,1445.29
1990,5.15,5.17,3.23,0.53,50,40,40,40,10,5,90,2091.83
1991,6.77,5.04,3.16,0.71,40,40,40,30,10,7,70,1316.94
1992,4.2,4.22,2.69,0.3,40,30,40,30,10,14,90,910.47
1993,3.9,3.93,2.44,0.23,80,40,40,40,10,4,90,969.59
1994,4.11,4.04,2.82,0.4,90,40,40,30,40,5,80,1067.4
1995,4.4,3.25,2.14,0.3,80,40,40,20,10,1,30,952.48
1996,5.05,5.08,3.17,0.5,40,40,40,40,10,12,90,2089.74
1997,5,5.07,3.15,0.5,50,40,40,30,60,3,90,1973.74
1998,3.82,3.84,2.34,0.21,80,40,40,40,10,1,90,898.02
1999,4.07,4.65,2.76,0.3,50,40,40,20,10,14,10,923.59
2000,4.3,4.28,3.1,0.5,80,40,30,20,20,11,80,1465.23
2001,5.25,5.14,4.09,1.01,50,20,40,30,60,12,60,3755.99
2002,5.9,5.65,3.79,1.2,30,40,40,20,10,17,60,1788.85
2003,4.52,4.47,3.09,0.52,70,30,40,40,10,4,60,1887.58
2004,4.55,4.4,2.98,0.5,70,40,40,30,10,1,60,1669.86
2005,5.49,4.99,3.34,0.78,60,40,40,40,10,1,60,2891.4
2006,3.93,3.94,2.42,0.23,70,40,40,40,10,1,90,951.72
2007,4.86,4.92,3.19,0.5,70,20,40,30,10,4,90,2331.76
2008,4.1,4.03,2.89,0.4,80,40,40,30,20,1,80,1458.81
2009,4.01,4.02,2.49,0.24,80,40,40,40,10,14,90,930.14
2010,3.89,3.91,2.41,0.23,70,40,40,40,10,1,90,935.79
2011,5.49,5.54,3.56,0.7,70,30,40,40,20,13,90,2038.02
2012,5.11,5.14,3.18,0.5,80,40,40,40,10,11,90,2074.68
2013,5.06,5.09,3.17,0.5,40,40,40,40,10,5,90,1539.81
2014,5.24,3.84,2.62,0.5,50,40,40,30,20,7,30,885.61
2015,5.81,3.79,2.44,0.54,80,40,40,30,10,5,30,1659.46
2016,3.88,3.91,2.46,0.23,100,40,40,40,10,14,90,895.38
2017,3.83,3.85,2.35,0.21,100,40,40,40,10,1,90,924.63
2018,4.27,4.19,3.03,0.45,70,40,40,30,10,1,80,1424.92
2019,5.27,4.79,3.25,0.7,40,40,40,30,10,14,60,2012.64
2020,5.2,3.57,2.43,0.42,60,40,40,30,10,12,30,1426.87
2021,4.76,3.03,2.01,0.3,70,30,30,30,20,4,30,951.98
2022,5.9,5.94,3.54,0.75,60,40,40,40,10,15,90,1533.62
2023,4.36,4.92,2.76,0.35,80,40,30,20,10,14,10,1134.18
2024,6.89,4.34,2.69,0.5,60,40,40,30,10,7,70,1127.41
2025,4.83,4.89,3.23,0.5,50,20,40,30,10,12,90,1985.18
2026,5.48,5.56,3.58,0.7,70,30,40,30,20,13,90,1983.44
2027,4.16,4.19,2.69,0.3,40,30,30,30,10,12,90,917.53
2028,3.99,4,2.4,0.23,60,40,40,40,10,12,90,909.74
2029,3.97,4,2.43,0.23,80,40,40,40,10,14,90,900.42
2030,4.2,4.15,2.96,0.4,90,40,40,20,10,1,80,1446.08
2031,5.49,5.46,3.75,1.01,80,40,40,30,10,17,60,2200.95
2032,3.92,3.94,2.45,0.23,80,40,40,40,10,4,90,969.59
2033,4.83,4.86,3.24,0.5,70,40,30,30,10,12,90,2083.65
2034,5.56,3.53,2.41,0.46,50,30,40,20,10,1,30,1289.67
2035,5.81,5.88,3.73,0.8,50,30,40,20,20,13,90,1969.83
2036,4.88,4.98,3.2,0.5,70,20,30,10,10,4,90,2055.78
2037,8.13,5.27,3.1,0.83,40,40,40,30,10,7,70,2139.78
2038,3.93,3.95,2.38,0.23,60,40,40,40,10,12,90,920.22
2039,6.65,6.54,4.49,1.7,40,30,40,20,10,13,60,3781.67
2040,6.59,4.41,2.86,0.5,70,20,40,30,10,4,50,2033.09
2041,4.54,4.48,3.11,0.51,60,40,30,30,10,14,80,1817.02
2042,4.97,5,3.17,0.5,80,30,40,30,70,4,90,2087.15
2043,4.43,4.36,3.08,0.5,60,40,40,30,10,14,80,1738.17
2044,3.97,4.66,2.72,0.29,50,30,30,20,10,1,10,838.36
2045,4.3,4.32,2.67,0.3,50,40,40,40,20,1,90,1085.42
2046,3.94,3.97,2.43,0.23,70,40,40,40,10,12,90,920.22
2047,4.93,4.97,3.19,0.5,40,30,40,30,10,1,90,2051.69
2048,5.09,5.12,3.05,0.5,60,20,40,30,10,12,90,2048.36
2049,5.53,3.67,2.47,0.51,50,40,40,30,20,4,30,1690.32
2050,5.05,4.37,2.96,0.55,80,40,40,30,60,11,60,1196.99
2051,7.2,4.89,2.83,0.65,70,40,40,30,10,10,70,887.51
2052,4.95,5,3.19,0.5,50,20,40,30,20,1,90,2112.65
2053,3.95,4.61,2.78,0.3,50,30,40,30,10,4,10,979.95
2054,5.26,5.11,3.39,0.8,60,40,40,30,20,2,60,1953.08
2055,5.42,3.49,2.27,0.41,70,40,40,30,10,14,30,1429.32
2056,5.57,5.07,3.43,0.82,80,40,40,30,10,11,60,2030.12
2057,4.74,4.31,2.92,0.5,70,40,40,30,10,3,60,1551.56
2058,3.91,3.94,2.43,0.23,80,40,40,40,10,12,90,975.43
2059,4.78,4.8,2.99,0.42,80,40,40,40,10,4,90,1986.32
2060,3.9,3.94,2.39,0.23,80,30,30,30,20,1,90,876.38
2061,3.71,3.71,2.49,0.3,70,40,30,20,10,12,80,925.63
2062,4.81,3.56,2.41,0.41,90,40,40,20,10,1,30,1427.39
2063,5.33,5.37,3.36,0.59,60,40,40,40,10,13,90,1474.06
2064,6.84,4.75,2.83,0.59,70,40,40,40,10,3,70,2064.1
2065,4.44,3.21,2.2,0.3,50,30,30,20,20,14,30,870.35
2066,3.78,3.8,2.29,0.2,80,40,40,40,10,1,90,871.35
2067,5.05,5.1,3.16,0.5,40,40,40,30,10,1,90,1960.6
2068,4.58,5.08,2.89,0.4,50,40,40,20,10,1,10,1013.34
2069,4.36,4.29,3.12,0.5,80,40,40,20,10,14,80,1702.79
2070,3.98,4.01,2.37,0.23,70,40,40,40,10,12,90,941.25
2071,5.41,5.18,3.45,0.81,60,40,40,40,40,11,60,2008.35
2072,5.56,5.49,3.85,1,70,30,40,20,20,6,60,2096.43
2073,4.73,4.79,3.09,0.46,60,20,40,30,20,13,90,942.04
2074,5.21,5.23,3.11,0.51,40,40,40,40,20,14,90,2104.08
2075,5.25,5.28,3.15,0.52,50,40,40,40,20,1,90,2331
2076,4.91,3.63,2.43,0.42,60,40,40,20,20,7,30,878.23
2077,4.78,4.8,2.87,0.4,70,40,40,40,10,5,90,1533.86
2078,4.59,3.41,2.19,0.31,70,40,30,30,20,1,30,1013.39
2079,5.59,3.65,2.49,0.51,50,40,40,30,20,11,30,1281.9
2080,4.96,4.99,3.22,0.5,90,30,40,30,10,11,90,2043.41
2081,5.57,5.07,3.43,0.82,80,40,40,30,10,11,60,2030.12
2082,5.43,5.46,3.27,0.59,40,40,40,40,10,14,90,2122.91
2083,3.95,3.97,2.49,0.24,80,40,40,40,40,12,90,936.31
2084,3.82,3.83,2.26,0.2,80,40,40,40,10,1,90,862.56
2085,4.93,4.98,3.2,0.5,40,30,40,30,20,4,90,2044.29
2086,4.55,4.46,3.34,0.59,60,30,30,30,10,14,80,1871.54
2087,4.23,4.21,3.12,0.5,50,30,40,20,10,11,80,1065.06
2088,6.81,4.47,2.78,0.5,70,40,40,30,10,1,50,2319.73
2089,5.16,5.19,3.18,0.52,40,40,40,40,10,14,90,2089.58
2090,3.89,3.92,2.44,0.23,100,40,40,40,10,14,90,900.42
2091,4.77,4.5,3.04,0.55,50,40,40,30,10,14,60,1482.23
2092,7.23,7.21,5.13,2.5,80,30,30,30,10,2,60,13084.5
2093,4.96,5,3.16,0.5,40,30,40,30,10,1,90,1970.54
2094,3.92,3.94,2.46,0.23,70,40,40,40,10,12,90,930.75
2095,5.03,5.08,3.17,0.5,40,40,40,30,10,3,90,1973.69
2096,4.26,4.21,3.11,0.5,60,30,20,10,20,5,80,1463.57
2097,5.58,5.6,3.56,0.7,70,40,40,40,10,4,40,1611.09
2098,6.05,6.08,3.7,0.82,60,40,40,40,10,4,40,1723.41
2099,5.04,5.1,3.18,0.5,40,40,30,30,10,1,90,2053.24
2100,4.78,4.8,2.99,0.42,80,40,40,40,10,4,90,1986.32
2101,3.87,4.61,2.77,0.29,50,20,40,30,10,12,10,829.54
2102,4.23,4.3,2.64,0.29,50,30,30,20,10,12,90,897.69
2103,4.84,3.21,2.1,0.31,70,40,30,30,10,12,30,1035.36
2104,4.5,4.45,3.17,0.51,40,40,30,30,10,4,80,1455.25
2105,3.91,3.89,2.76,0.35,60,40,40,30,10,12,80,973.91
2106,3.93,3.95,2.39,0.23,70,40,40,40,10,4,90,909.74
2107,4.29,4.33,2.63,0.3,40,40,40,30,10,11,90,775.05
2108,7.39,4.87,3.01,0.7,50,40,40,30,10,5,70,2363.37
2109,3.93,3.95,2.44,0.23,70,40,40,40,10,1,90,935.79
2110,4.14,4.19,2.71,0.3,70,20,40,30,10,7,90,820.7
2111,5.13,5.1,3.55,0.86,90,40,40,30,20,2,60,3131.43
2112,5.35,4.89,3.3,0.71,50,40,40,30,10,3,60,2021.49
2113,5,5.06,3.12,0.5,60,30,40,30,20,4,90,2351.7
2114,4.95,4.98,3.15,0.5,50,30,40,20,10,1,90,1969.86
2115,4.48,3.3,2.21,0.3,40,30,40,20,10,1,30,829.32
2116,5.48,5.55,3.56,0.7,40,30,40,30,10,11,90,2057.27
2117,4.01,4.04,2.43,0.24,80,40,40,40,10,14,90,935.85
2118,4.96,5.05,3.14,0.5,60,20,30,20,10,1,90,2074.64
2119,4,4.03,2.41,0.23,70,40,40,40,20,1,90,925.68
2120,3.82,3.77,2.52,0.3,70,40,40,30,10,12,80,973.36
2121,4.82,4.89,3.19,0.5,50,20,40,20,10,12,90,2006.08
2122,5.17,4.47,3.41,0.7,60,20,40,30,20,1,60,2579.84
2123,4.71,3.01,2.02,0.3,80,30,30,20,10,4,30,1027.1
2124,3.97,3.99,2.42,0.23,70,40,40,40,10,1,90,930.75
2125,3.95,3.97,2.38,0.23,80,40,40,40,10,12,90,975.43
2126,5.08,5.11,3.15,0.5,60,30,40,40,10,1,90,2551.31
2127,4.48,3.29,2.15,0.3,60,40,40,20,10,14,30,883.04
2128,8.94,5.22,3.29,0.9,50,40,30,30,10,14,50,5304.37
2129,4.35,4.39,2.61,0.3,60,40,40,30,20,11,90,883.53
2130,4.24,4.71,2.67,0.3,90,40,30,30,10,5,10,923.13
2131,4.31,4.34,2.65,0.3,70,40,40,40,20,7,90,902.29
2132,5.96,5.42,3.68,1.01,40,40,40,40,40,13,60,2053.79
2133,4.71,3.17,2.11,0.31,90,40,40,20,10,1,30,1028.04
2134,6.19,4.09,2.52,0.4,60,40,40,30,20,3,70,1134.4
2135,3.94,3.96,2.38,0.23,70,40,40,40,10,12,90,925.68
2136,3.85,3.84,2.42,0.22,60,40,40,40,10,1,90,910.94
2137,5.12,4.98,3.39,0.73,50,40,40,30,10,4,60,2486.84
2138,5.19,5.21,3.1,0.51,50,40,40,40,60,4,90,2061.76
2139,3.94,3.96,2.42,0.23,70,40,40,40,10,12,90,946.26
2140,3.98,4,2.46,0.23,60,40,40,40,10,12,90,904.71
2141,5.16,5.19,3.21,0.53,50,40,40,40,10,5,90,2075.91
2142,3.86,3.74,2.58,0.31,60,40,30,20,10,1,80,926.91
2143,4.3,4.35,2.67,0.3,40,30,30,20,10,3,90,815.59
2144,3.92,3.95,2.49,0.23,70,40,40,40,10,1,90,935.79
2145,3.89,3.92,2.4,0.23,70,40,40,40,10,12,90,925.68
2146,5.05,5.09,3.17,0.5,50,40,40,40,60,3,90,2074.89
2147,12.22,9.02,5.33,4.09,30,40,40,40,40,2,50,16014.16
2148,6.23,4.43,2.76,0.5,50,40,40,30,10,4,70,1799.85
2149,4.3,4.68,2.62,0.31,50,40,40,30,10,14,10,963.05
2150,5.78,5.2,3.62,0.92,60,30,40,30,10,3,60,4028.1
2151,5.19,4.51,3.03,0.61,70,40,40,30,40,14,60,1774.13
2152,4.05,4.6,2.57,0.3,40,30,40,30,10,1,10,856.73
2153,4.59,4.62,2.86,0.37,40,30,40,30,60,3,90,824.52
2154,4.86,4.93,3.18,0.5,50,20,40,30,20,11,90,1521.07
2155,3.92,3.95,2.43,0.23,70,40,40,40,10,12,90,925.68
2156,4.69,4.74,2.95,0.4,50,30,40,30,10,4,90,1529.79
2157,6.24,4.09,2.41,0.4,70,40,40,30,40,11,70,909.9
2158,4.89,4.96,3.18,0.5,80,30,40,30,60,1,90,2187.05
2159,5.03,5.06,3.16,0.5,50,40,40,40,10,1,90,2453.1
2160,4.29,4.31,2.67,0.3,50,40,40,40,10,1,90,1131.52
2161,5.25,4.84,3.27,0.71,60,40,40,30,10,5,60,2026.56
2162,3.88,3.91,2.44,0.23,70,40,40,40,10,12,90,941.25
2163,5.75,4.95,3.36,0.8,90,40,40,40,10,14,60,3673.84
2164,3.96,3.99,2.42,0.23,70,40,40,30,10,1,90,904.71
2165,4.59,3.43,2.37,0.33,50,40,20,10,10,7,30,653.12
2166,4.04,4.78,2.76,0.31,40,40,40,30,10,1,10,902.26
2167,6.74,4.47,2.73,0.52,80,40,40,30,10,1,70,2154.55
2168,3.63,3.59,2.6,0.3,70,40,30,20,10,4,80,958.57
2169,4.39,3.32,2.29,0.31,80,30,40,20,10,3,30,949.43
2170,4.96,4.98,3.2,0.5,40,30,40,40,10,12,90,2038.17
2171,5.51,5.02,3.41,0.8,60,40,40,30,10,11,60,2030.73
2172,7.55,4.45,2.62,0.5,70,40,40,30,10,4,50,2100.82
2173,3.95,3.98,2.38,0.23,60,40,30,30,10,1,90,915.2
2174,5.64,4.63,3.17,0.7,60,30,40,30,40,3,60,2112.72
2175,5.12,4.91,3.29,0.7,50,40,40,40,10,1,60,2455.49
2176,4.39,4.3,3.13,0.51,90,40,40,40,10,13,80,1096.51
2177,5.67,4.91,3.29,0.75,50,40,40,40,10,14,60,2074.78
2178,6.59,5.26,3.57,1.11,90,40,40,30,40,17,60,2255.38
2179,4.41,4.32,3.06,0.51,50,40,40,20,10,12,80,1541.31
2180,4.69,4.74,2.95,0.4,50,30,40,30,10,4,90,1529.79
2181,6.69,4.44,2.74,0.53,70,40,30,30,40,12,70,1747.93
2182,5.69,5.31,3.71,1,50,30,40,30,10,13,60,2096.38
2183,6.43,4.5,2.77,0.52,70,40,40,30,10,12,70,1864.54
2184,4.31,4.34,2.64,0.3,50,40,40,40,10,7,90,829.3
2185,4.34,4.29,3.11,0.51,80,40,40,20,10,1,80,1930.98
2186,4.36,4.3,3.13,0.52,60,40,40,30,10,14,80,1816.14
2187,4.27,4.97,2.84,0.33,60,40,40,30,20,12,10,1141.12
