Depth,Height,Width,Shape,Weight,Clarity,Colour,Cut,Polish,Symmetry,Fluorescence,Price
4.84,4.19,2.92,60,0.5,60.0,14,30.0,40.0,30,10,1555.32
5.45,5.06,3.34,60,0.8,70.0,13,40.0,40.0,40,10,1477.31
4.92,4.51,2.83,60,0.53,50.0,14,40.0,40.0,30,10,1477.5
4.71,4.42,2.97,60,0.53,40.0,2,40.0,30.0,20,10,1477.52
5.79,4.96,3.37,60,0.81,70.0,6,40.0,40.0,30,20,1478.93
5.1,4.38,2.96,60,0.55,60.0,5,40.0,40.0,40,10,1479.49
5.29,5.21,3.47,60,0.8,60.0,13,40.0,40.0,40,10,1481.58
4.63,4.49,3.03,60,0.53,50.0,14,40.0,40.0,40,20,1481.83
4.77,4.5,3.04,60,0.55,50.0,14,40.0,40.0,30,10,1482.23
5.22,4.94,3.35,60,0.75,30.0,2,40.0,20.0,20,20,1483.05
5.11,4.25,2.84,60,0.5,70.0,14,30.0,40.0,20,10,1485.28
4.73,4.31,2.91,60,0.5,70.0,3,40.0,40.0,30,10,1486.18
4.98,4.29,2.87,60,0.5,70.0,5,40.0,40.0,30,10,1486.49
4.91,4.54,3.08,60,0.58,80.0,5,40.0,40.0,40,10,1487.77
5.29,4.81,3.27,60,0.7,40.0,11,40.0,40.0,40,10,1488.1
5.51,4.98,3.33,60,0.8,50.0,13,40.0,40.0,30,20,1488.39
4.8,4.77,3.23,60,0.66,40.0,2,40.0,40.0,40,40,1014.51
5.0,4.73,3.15,60,0.66,20.0,2,40.0,30.0,30,20,1014.51
4.83,4.39,2.97,60,0.51,40.0,5,40.0,30.0,30,20,1015.11
4.82,4.78,3.1,60,0.61,30.0,2,40.0,40.0,20,20,1016.33
4.52,4.16,2.82,60,0.45,40.0,12,40.0,40.0,30,10,1017.89
4.2,4.14,3.11,60,0.5,50.0,2,20.0,40.0,30,20,1018.38
4.63,4.41,2.99,60,0.52,100.0,7,40.0,40.0,30,10,1021.06
4.9,4.52,3.06,60,0.59,90.0,9,40.0,30.0,30,10,1034.37
4.32,3.92,2.73,60,0.4,50.0,14,30.0,30.0,30,10,1034.99
4.67,4.42,2.99,60,0.55,80.0,8,40.0,40.0,30,10,1041.9
4.63,4.49,2.93,60,0.51,40.0,2,40.0,30.0,30,10,1044.18
5.1,4.21,2.76,60,0.5,60.0,7,40.0,30.0,30,20,1046.08
4.22,3.84,2.56,60,0.34,70.0,3,40.0,40.0,30,10,1050.5
4.99,4.25,2.88,60,0.51,40.0,5,40.0,40.0,40,20,1051.23
4.58,3.97,2.68,60,0.41,60.0,3,40.0,40.0,30,20,1052.41
5.1,4.94,3.19,60,0.71,70.0,9,40.0,30.0,30,40,1402.31
4.64,4.36,2.88,60,0.5,60.0,3,30.0,40.0,30,20,1402.85
4.94,4.6,3.11,60,0.6,50.0,3,40.0,40.0,30,10,1406.76
5.86,4.99,3.38,60,0.83,70.0,13,40.0,40.0,30,10,1407.77
5.16,4.8,3.33,60,0.71,40.0,7,30.0,40.0,30,10,1410.74
4.69,4.36,2.96,60,0.51,90.0,5,40.0,40.0,40,10,1411.99
4.55,4.34,2.95,60,0.5,50.0,14,40.0,40.0,30,10,1412.99
4.64,4.33,2.94,60,0.5,50.0,14,40.0,40.0,30,20,1414.37
4.52,4.5,3.02,60,0.5,60.0,14,40.0,40.0,20,20,1416.14
5.44,4.99,3.46,60,0.8,60.0,13,30.0,40.0,30,40,1417.83
5.63,5.5,3.69,60,0.96,40.0,16,40.0,40.0,30,10,1418.06
4.44,4.43,3.0,60,0.5,80.0,5,40.0,40.0,30,10,1418.79
4.54,4.11,2.85,60,0.46,70.0,1,30.0,40.0,30,10,1421.0
5.48,4.57,3.29,60,0.72,60.0,7,20.0,40.0,30,10,1421.51
5.46,4.96,3.32,60,0.76,80.0,13,40.0,40.0,40,20,1422.0
4.72,4.31,2.92,60,0.51,70.0,7,40.0,30.0,30,10,958.73
5.0,4.32,2.9,60,0.52,80.0,7,40.0,40.0,30,10,959.96
5.03,4.79,3.26,60,0.72,40.0,2,40.0,40.0,30,20,960.77
4.93,4.28,2.86,60,0.5,70.0,7,40.0,40.0,30,20,963.05
4.67,4.57,2.76,60,0.52,60.0,17,40.0,40.0,30,10,963.47
4.52,4.31,2.97,60,0.5,90.0,7,30.0,40.0,30,10,968.24
4.87,4.43,2.92,60,0.53,60.0,13,40.0,40.0,30,10,973.58
4.82,4.46,2.97,60,0.53,80.0,17,40.0,40.0,30,20,975.35
4.9,4.83,3.19,60,0.66,40.0,8,40.0,40.0,40,20,981.59
4.84,4.55,3.05,60,0.57,90.0,13,40.0,40.0,30,10,981.59
4.62,4.31,2.96,60,0.5,40.0,11,30.0,40.0,30,10,987.31
4.92,4.27,2.85,60,0.5,80.0,7,30.0,40.0,30,10,994.18
4.58,4.47,2.94,60,0.53,50.0,2,40.0,40.0,30,40,994.55
4.92,4.35,2.81,60,0.51,40.0,7,30.0,40.0,40,10,994.82
4.38,4.38,3.04,60,0.51,30.0,2,40.0,30.0,20,20,1011.55
5.97,5.67,3.85,60,1.2,50.0,8,40.0,40.0,30,20,1665.16
6.01,5.6,3.45,60,1.0,40.0,2,40.0,30.0,20,10,1669.15
4.25,4.04,2.66,60,0.41,90.0,2,40.0,30.0,30,10,1669.75
4.57,4.39,2.97,60,0.5,70.0,1,40.0,40.0,30,10,1669.86
4.55,4.4,2.98,60,0.5,70.0,1,40.0,40.0,30,10,1669.86
5.98,5.44,3.68,60,1.02,50.0,6,40.0,40.0,30,20,1670.45
5.46,4.72,3.21,60,0.71,60.0,11,40.0,40.0,40,10,1670.49
5.03,4.96,3.37,60,0.7,40.0,3,40.0,40.0,30,10,1673.61
4.91,4.24,2.88,60,0.51,90.0,12,40.0,40.0,30,20,1674.78
4.55,4.22,2.86,60,0.5,50.0,2,40.0,30.0,20,20,1675.4
5.02,5.01,3.28,60,0.7,40.0,11,40.0,40.0,30,10,1675.92
5.62,4.79,3.25,60,0.73,40.0,5,40.0,40.0,30,10,1680.03
5.08,4.16,2.87,60,0.5,60.0,1,30.0,40.0,40,10,1680.89
5.39,5.36,3.74,60,0.9,80.0,15,30.0,40.0,20,20,1681.04
5.82,5.32,3.58,60,0.9,40.0,7,40.0,40.0,30,10,1766.67
5.35,5.24,3.66,60,1.0,40.0,8,40.0,40.0,30,10,1769.63
5.05,4.55,3.13,60,0.59,60.0,12,30.0,40.0,30,10,1770.93
5.32,5.11,3.44,60,0.76,60.0,11,40.0,40.0,30,10,1771.59
5.94,5.43,3.57,60,0.96,50.0,6,40.0,40.0,30,60,1772.2
4.96,4.55,3.09,60,0.59,80.0,3,40.0,40.0,30,10,1773.02
5.6,4.69,3.16,60,0.75,60.0,2,40.0,40.0,30,20,1773.52
5.78,5.55,3.71,60,1.02,40.0,2,40.0,40.0,30,40,1773.89
5.19,4.51,3.03,60,0.61,70.0,14,40.0,40.0,30,40,1774.13
5.97,4.9,3.32,60,0.8,70.0,7,40.0,40.0,40,10,1774.68
4.93,4.92,3.34,60,0.71,70.0,2,40.0,40.0,40,10,1780.85
5.02,4.9,3.42,60,0.7,40.0,14,30.0,40.0,30,10,1781.41
4.97,4.21,2.84,60,0.5,60.0,12,40.0,40.0,30,10,1781.43
5.11,4.1,2.78,60,0.5,70.0,14,40.0,40.0,30,10,1781.43
5.96,5.92,4.01,60,1.21,50.0,16,40.0,40.0,30,10,1782.88
5.49,5.46,3.75,60,1.01,80.0,17,40.0,40.0,30,10,2200.95
5.36,5.14,3.44,60,0.8,80.0,5,40.0,30.0,20,10,2200.95
5.95,5.01,3.04,60,0.8,90.0,2,40.0,40.0,30,60,2203.44
6.21,5.72,3.97,60,1.2,40.0,13,30.0,40.0,20,60,2204.14
5.18,5.16,3.49,60,0.8,80.0,11,40.0,40.0,40,20,2207.81
5.19,5.11,3.47,60,0.8,60.0,11,40.0,40.0,30,10,2207.83
5.44,4.94,3.41,60,0.8,70.0,5,30.0,40.0,30,10,2207.9
5.3,4.82,3.28,60,0.7,40.0,4,40.0,40.0,40,10,2209.85
5.43,5.3,3.56,60,0.86,80.0,2,40.0,40.0,30,20,2210.42
5.54,5.08,3.45,60,0.81,50.0,5,40.0,40.0,30,20,2099.21
5.28,5.26,3.56,60,0.81,50.0,5,40.0,40.0,30,10,2105.47
5.37,5.06,3.43,60,0.76,50.0,5,40.0,40.0,30,10,2106.91
6.03,5.7,3.83,60,1.11,80.0,16,40.0,40.0,40,60,2107.75
5.73,4.98,3.38,60,0.81,40.0,4,40.0,40.0,30,10,2111.99
5.64,4.63,3.17,60,0.7,60.0,3,30.0,40.0,30,40,2112.72
5.51,5.14,3.45,60,0.8,40.0,12,30.0,40.0,30,40,2116.52
5.23,4.93,3.31,60,0.7,40.0,4,40.0,40.0,30,10,2117.68
4.98,4.52,3.07,60,0.59,60.0,12,40.0,40.0,30,10,2117.98
5.1,5.1,3.42,60,0.75,80.0,5,40.0,40.0,30,20,2118.77
5.67,4.93,3.35,60,0.8,60.0,5,40.0,40.0,30,20,2119.15
5.6,4.95,3.47,60,0.8,60.0,5,30.0,40.0,30,10,2119.15
5.62,5.24,3.55,60,0.9,50.0,7,40.0,40.0,30,10,2119.75
5.24,4.72,3.3,60,0.71,60.0,3,30.0,40.0,30,10,2123.35
5.8,4.71,3.18,60,0.72,50.0,12,40.0,40.0,30,10,2123.49
5.49,5.46,3.75,60,1.01,80.0,17,40.0,40.0,30,10,2200.95
5.36,5.14,3.44,60,0.8,80.0,5,40.0,30.0,20,10,2200.95
5.95,5.01,3.04,60,0.8,90.0,2,40.0,40.0,30,60,2203.44
6.21,5.72,3.97,60,1.2,40.0,13,30.0,40.0,20,60,2204.14
5.18,5.16,3.49,60,0.8,80.0,11,40.0,40.0,40,20,2207.81
5.19,5.11,3.47,60,0.8,60.0,11,40.0,40.0,30,10,2207.83
5.44,4.94,3.41,60,0.8,70.0,5,30.0,40.0,30,10,2207.9
5.3,4.82,3.28,60,0.7,40.0,4,40.0,40.0,40,10,2209.85
5.43,5.3,3.56,60,0.86,80.0,2,40.0,40.0,30,20,2210.42
4.6,4.4,2.99,60,0.52,50.0,2,40.0,30.0,30,60,2211.39
5.83,5.04,3.31,60,0.8,50.0,5,40.0,40.0,30,10,2213.12
5.03,4.86,3.35,60,0.7,50.0,1,30.0,30.0,30,10,2213.67
5.28,5.11,3.47,60,0.8,60.0,5,40.0,40.0,30,40,2214.81
5.43,5.0,3.47,60,0.8,70.0,5,30.0,40.0,30,20,2216.11
5.62,4.68,3.17,60,0.7,50.0,3,40.0,40.0,40,10,2216.65
5.23,5.12,3.47,60,0.8,70.0,5,40.0,40.0,30,10,2235.53
5.01,4.89,3.31,60,0.7,50.0,4,40.0,40.0,30,60,2237.88
5.2,4.88,3.31,60,0.7,50.0,14,40.0,40.0,30,10,2239.13
5.45,5.03,3.41,60,0.8,90.0,11,40.0,40.0,30,10,2239.4
5.88,4.87,3.31,60,0.8,40.0,5,40.0,40.0,30,10,2240.43
5.67,5.1,3.44,60,0.86,70.0,2,40.0,40.0,30,40,2241.65
6.1,5.36,3.48,60,1.01,40.0,2,30.0,30.0,20,60,2241.67
6.06,5.52,3.59,60,1.01,40.0,3,40.0,30.0,30,10,2243.69
5.78,5.3,3.59,60,0.91,40.0,11,40.0,40.0,40,10,2245.14
6.22,5.27,3.62,60,1.0,40.0,13,30.0,40.0,30,10,2247.57
5.36,5.15,3.5,60,0.8,70.0,11,40.0,30.0,20,10,2249.2
6.29,5.26,3.57,60,1.0,70.0,10,40.0,40.0,30,10,2249.55
6.13,5.33,3.59,60,1.0,50.0,13,40.0,40.0,30,20,2249.7
5.26,5.04,3.52,60,0.8,70.0,5,30.0,40.0,30,40,2250.47
5.28,4.8,3.25,60,0.71,50.0,4,40.0,40.0,30,60,2251.38
5.02,4.93,3.34,60,0.7,50.0,14,40.0,40.0,30,10,2331.49
5.82,5.41,3.78,60,1.07,80.0,17,40.0,40.0,30,10,2331.52
5.09,4.71,3.18,60,0.61,90.0,14,40.0,40.0,30,10,2331.78
5.56,4.8,3.17,60,0.72,50.0,12,40.0,40.0,30,10,2332.4
5.78,4.66,3.16,60,0.71,50.0,3,40.0,40.0,30,10,2335.84
5.42,4.93,3.25,60,0.7,40.0,12,40.0,40.0,30,10,2340.48
5.58,5.1,3.42,60,0.81,60.0,5,40.0,40.0,30,10,2341.58
5.89,5.76,3.91,60,1.2,60.0,8,40.0,40.0,30,20,2343.25
5.56,5.17,3.61,60,0.9,70.0,7,30.0,40.0,30,10,2344.02
5.78,5.6,3.75,60,1.03,50.0,17,40.0,40.0,30,40,2347.97
5.62,4.88,3.31,60,0.75,40.0,14,40.0,30.0,30,10,2349.61
5.78,5.01,3.4,60,0.82,70.0,5,40.0,40.0,40,20,2350.9
5.12,4.95,3.33,60,0.7,40.0,1,40.0,40.0,30,10,2351.72
5.55,5.04,3.43,60,0.8,40.0,1,40.0,40.0,30,10,2352.72
5.24,4.82,3.27,60,0.7,50.0,1,40.0,40.0,30,10,2306.49
5.34,4.89,3.18,60,0.7,40.0,12,40.0,40.0,30,10,2306.59
5.69,4.78,3.15,60,0.7,50.0,3,40.0,40.0,30,10,2307.82
5.92,5.58,3.64,60,1.0,80.0,8,40.0,40.0,30,10,2310.88
5.17,5.12,3.42,60,0.72,50.0,12,40.0,40.0,30,10,2313.96
5.58,4.85,3.29,60,0.73,50.0,12,40.0,40.0,30,10,2315.11
4.57,4.46,3.01,60,0.52,100.0,4,40.0,40.0,40,10,2316.45
5.75,5.24,3.55,60,0.91,70.0,7,40.0,40.0,30,10,2319.07
5.32,5.29,3.55,60,0.83,80.0,11,40.0,40.0,40,10,2319.32
5.71,5.13,3.61,60,0.9,40.0,2,20.0,40.0,30,10,2319.86
5.55,4.74,3.2,60,0.7,50.0,4,40.0,40.0,30,10,2320.21
5.34,4.86,3.25,60,0.7,50.0,14,40.0,40.0,30,10,2321.01
5.41,5.36,3.64,60,0.9,70.0,7,40.0,40.0,40,10,2322.17
5.08,4.96,3.19,60,0.7,80.0,2,40.0,40.0,20,20,2322.22
5.19,5.16,3.51,60,0.8,90.0,11,40.0,40.0,40,10,2327.93
5.21,5.15,3.45,60,0.77,40.0,1,40.0,40.0,30,10,2160.17
5.23,4.9,3.32,60,0.73,50.0,5,40.0,40.0,40,10,2160.24
5.75,4.63,3.14,60,0.7,50.0,1,40.0,40.0,30,10,2161.39
5.37,4.93,3.33,60,0.71,40.0,1,40.0,30.0,30,10,2163.98
5.41,5.1,3.47,60,0.8,60.0,11,40.0,40.0,30,10,2166.14
5.22,5.1,3.46,60,0.8,60.0,11,40.0,40.0,30,20,2166.14
5.19,4.73,3.21,60,0.7,60.0,5,40.0,40.0,30,10,2167.1
5.16,5.02,3.4,60,0.71,50.0,5,40.0,40.0,30,10,2167.54
5.15,4.79,3.31,60,0.7,60.0,3,30.0,40.0,30,10,2171.12
5.43,5.04,3.4,60,0.8,50.0,5,40.0,30.0,30,10,2174.39
5.08,5.05,3.43,60,0.75,60.0,5,40.0,40.0,30,10,2176.9
5.7,4.89,3.38,60,0.8,50.0,5,30.0,40.0,30,10,2177.16
4.95,4.3,2.9,60,0.52,90.0,4,40.0,40.0,40,20,2178.26
5.32,5.11,3.44,60,0.8,40.0,12,40.0,40.0,30,10,2178.43
5.4,5.14,3.48,60,0.8,50.0,3,40.0,40.0,20,10,2178.56
5.06,4.98,3.37,60,0.71,50.0,5,40.0,40.0,40,10,2047.93
5.81,5.59,3.64,60,1.0,40.0,7,40.0,40.0,30,40,2049.9
4.99,4.83,3.37,60,0.7,40.0,1,30.0,40.0,30,10,2053.78
5.96,5.42,3.68,60,1.01,40.0,13,40.0,40.0,40,40,2053.79
5.21,4.74,3.21,60,0.65,50.0,4,40.0,40.0,30,10,2053.86
5.19,5.05,3.54,60,0.81,40.0,11,30.0,40.0,40,10,2056.1
5.36,4.88,3.32,60,0.73,50.0,3,40.0,40.0,30,10,2058.82
5.33,5.15,3.41,60,0.75,70.0,11,40.0,30.0,40,20,2065.53
5.14,4.99,3.4,60,0.72,40.0,12,40.0,40.0,40,10,2066.33
5.24,4.86,3.3,60,0.7,50.0,5,40.0,40.0,40,10,2067.83
5.29,5.25,3.55,60,0.83,60.0,7,40.0,40.0,30,20,2067.92
5.67,4.91,3.29,60,0.75,50.0,14,40.0,40.0,40,10,2074.78
5.2,5.19,3.5,60,0.8,60.0,11,30.0,40.0,20,10,2076.37
5.62,5.47,3.71,60,0.91,50.0,12,30.0,40.0,40,10,2077.41
5.14,5.0,3.5,60,0.8,80.0,11,30.0,30.0,30,10,2079.0
5.7,4.66,3.16,60,0.7,50.0,1,40.0,40.0,30,10,2125.23
5.2,5.14,3.49,60,0.8,80.0,11,40.0,40.0,30,10,2126.15
5.57,5.57,3.77,60,1.0,50.0,7,40.0,40.0,40,60,2126.49
5.54,4.8,3.21,60,0.72,50.0,1,40.0,40.0,30,60,2127.22
5.25,4.77,3.24,60,0.7,40.0,1,40.0,40.0,30,10,2131.11
4.81,4.58,3.08,60,0.56,90.0,2,40.0,30.0,20,10,2131.23
5.09,5.08,3.56,60,0.8,50.0,5,30.0,40.0,20,10,2131.51
5.11,4.94,3.36,60,0.7,40.0,4,40.0,40.0,30,10,2133.55
5.66,5.21,3.64,60,0.9,50.0,7,30.0,40.0,30,10,2133.76
5.42,5.23,3.66,60,0.9,40.0,5,30.0,40.0,30,10,2133.85
5.16,5.13,3.59,60,0.8,90.0,11,30.0,40.0,30,10,2135.66
5.09,4.89,3.32,60,0.7,40.0,4,40.0,40.0,30,10,2138.86
5.17,5.01,3.4,60,0.75,40.0,12,40.0,40.0,40,10,2139.12
6.02,5.86,3.93,60,1.2,70.0,2,40.0,40.0,30,10,2140.45
5.9,5.62,3.66,60,1.01,50.0,7,40.0,40.0,40,20,2369.4
5.3,4.84,3.26,60,0.7,50.0,1,40.0,40.0,30,10,2369.66
5.32,4.84,3.27,60,0.71,50.0,1,40.0,40.0,40,10,2370.29
5.72,4.59,3.12,60,0.7,50.0,4,40.0,40.0,30,20,2370.8
5.33,4.85,3.27,60,0.71,50.0,4,40.0,40.0,40,20,2376.9
5.26,5.03,3.41,60,0.8,50.0,1,40.0,40.0,30,60,2378.47
5.25,5.18,3.51,60,0.8,50.0,3,40.0,40.0,40,10,2379.12
5.31,5.11,3.46,60,0.81,60.0,5,40.0,40.0,30,10,2379.45
4.81,4.64,3.11,60,0.6,90.0,2,40.0,40.0,40,40,2380.14
6.16,5.96,4.16,60,1.51,40.0,2,40.0,30.0,20,10,2387.28
5.42,5.01,3.4,60,0.8,40.0,12,40.0,40.0,30,10,2390.34
6.16,5.96,3.76,60,1.21,50.0,8,40.0,40.0,30,10,2394.42
6.12,5.76,3.91,60,1.2,50.0,2,40.0,40.0,30,20,2399.32
5.86,5.09,3.46,60,0.86,50.0,4,40.0,40.0,30,70,2399.71
5.6,4.87,3.31,60,0.75,50.0,5,40.0,40.0,30,10,2179.86
5.83,5.05,3.38,60,0.83,60.0,5,40.0,40.0,30,10,2181.55
5.49,4.75,3.22,60,0.7,40.0,12,40.0,30.0,30,10,2184.75
5.13,4.96,3.36,60,0.72,50.0,12,40.0,40.0,30,10,2190.78
5.32,5.14,3.48,60,0.81,50.0,11,40.0,40.0,40,10,2191.89
5.47,5.13,3.46,60,0.8,80.0,11,40.0,40.0,30,10,2192.54
5.25,5.23,3.53,60,0.81,50.0,5,40.0,40.0,40,10,2193.05
5.05,4.74,3.24,60,0.7,80.0,2,40.0,40.0,20,40,2194.13
5.15,4.65,3.32,60,0.7,70.0,5,40.0,30.0,30,10,2194.35
5.11,5.03,3.37,60,0.71,40.0,4,40.0,40.0,30,10,2194.84
5.47,4.75,3.22,60,0.7,40.0,4,40.0,40.0,40,10,2195.14
5.12,4.85,3.27,60,0.7,50.0,1,30.0,40.0,30,10,2196.69
5.57,4.89,3.4,60,0.8,80.0,5,30.0,40.0,30,60,2199.7
5.42,5.37,3.64,60,0.9,70.0,2,40.0,40.0,20,20,2200.67
5.28,5.04,3.52,60,0.85,70.0,2,40.0,40.0,20,40,2251.42
5.17,5.01,3.41,60,0.76,40.0,3,40.0,40.0,30,10,2251.76
5.4,5.27,3.69,60,0.9,60.0,11,20.0,40.0,40,10,2253.96
5.15,4.96,3.33,60,0.72,50.0,1,40.0,40.0,30,10,2254.49
5.45,5.42,3.68,60,0.9,40.0,11,40.0,40.0,30,10,2254.6
6.59,5.26,3.57,60,1.11,90.0,17,40.0,40.0,30,40,2255.38
5.56,5.06,3.39,60,0.8,60.0,11,40.0,40.0,30,10,2257.43
5.61,5.29,3.6,60,0.9,60.0,7,40.0,40.0,30,20,2257.57
5.85,4.96,3.37,60,0.8,80.0,11,40.0,40.0,40,10,2257.61
5.81,5.46,3.7,60,1.0,60.0,6,40.0,40.0,30,10,2258.86
5.45,5.33,3.58,60,0.9,40.0,11,30.0,40.0,30,10,2262.4
5.07,5.05,3.4,60,0.73,50.0,14,40.0,40.0,40,10,2263.09
5.64,5.61,3.66,60,1.01,70.0,2,40.0,40.0,20,20,2263.49
5.51,5.48,3.72,60,1.0,40.0,2,40.0,40.0,30,10,2267.65
5.52,5.33,3.71,60,0.9,40.0,5,30.0,40.0,30,20,2268.42
5.57,5.47,3.71,60,1.01,70.0,2,40.0,40.0,30,10,2079.5
6.07,5.84,3.93,60,1.2,40.0,10,40.0,40.0,40,40,2080.3
4.88,4.68,3.15,60,0.61,60.0,14,40.0,40.0,30,10,2082.28
4.98,4.97,3.37,60,0.71,40.0,5,40.0,40.0,40,10,2088.89
5.77,5.24,3.54,60,0.92,90.0,13,40.0,40.0,40,10,2089.31
5.49,4.71,3.19,60,0.7,80.0,5,40.0,40.0,40,10,2090.03
5.58,4.84,3.27,60,0.75,90.0,2,40.0,40.0,30,40,2091.23
4.87,4.85,3.39,60,0.72,60.0,2,40.0,40.0,30,40,2092.63
5.58,5.2,3.63,60,0.91,60.0,7,30.0,40.0,40,20,2092.96
5.22,4.78,3.24,60,0.7,50.0,12,40.0,30.0,30,10,2094.68
5.13,4.95,3.36,60,0.72,50.0,3,40.0,40.0,30,10,2094.93
5.34,5.05,3.53,60,0.8,60.0,11,30.0,40.0,30,20,2095.55
5.08,4.86,3.25,60,0.7,40.0,2,40.0,40.0,20,20,2095.89
5.69,5.31,3.71,60,1.0,50.0,13,30.0,40.0,30,10,2096.38
5.56,5.49,3.85,60,1.0,70.0,6,30.0,40.0,20,20,2096.43
5.24,4.87,3.4,60,0.8,90.0,2,40.0,40.0,30,20,2270.01
5.7,4.66,3.15,60,0.7,50.0,1,40.0,40.0,30,10,2270.32
6.25,5.13,3.49,60,0.96,70.0,7,40.0,40.0,20,60,2272.87
5.3,5.16,3.47,60,0.8,50.0,5,40.0,40.0,30,10,2273.98
5.49,5.05,3.37,60,0.8,90.0,11,40.0,40.0,30,10,2273.98
5.24,5.22,3.55,60,0.8,60.0,11,40.0,40.0,40,10,2274.17
5.28,4.93,3.3,60,0.71,50.0,1,40.0,40.0,30,10,2279.46
5.27,5.08,3.46,60,0.8,70.0,5,40.0,40.0,40,10,2279.6
5.93,5.79,3.83,60,1.01,40.0,12,40.0,30.0,30,10,2281.0
5.32,4.85,3.21,60,0.7,50.0,12,40.0,40.0,30,40,2282.33
5.27,4.74,3.31,60,0.7,50.0,12,30.0,40.0,40,20,2282.33
5.43,5.28,3.67,60,0.9,70.0,7,30.0,40.0,30,20,2283.52
5.48,5.11,3.46,60,0.81,80.0,11,40.0,40.0,40,10,2288.56
5.31,4.84,3.27,60,0.7,50.0,12,40.0,40.0,30,10,2289.0
5.66,5.6,3.75,60,1.0,80.0,16,40.0,40.0,30,10,2289.26
5.72,4.95,3.31,60,0.8,60.0,5,40.0,40.0,30,10,2354.34
6.13,4.96,3.27,60,0.8,60.0,5,40.0,30.0,40,10,2354.34
5.95,5.93,3.96,60,1.23,70.0,2,40.0,40.0,30,10,2354.88
5.73,5.22,3.54,60,0.9,50.0,7,40.0,40.0,30,10,2356.37
5.38,4.93,3.28,60,0.73,50.0,3,40.0,40.0,30,10,2356.77
5.15,4.96,3.37,60,0.75,70.0,2,40.0,40.0,30,40,2357.06
6.26,5.48,3.56,60,1.02,80.0,9,40.0,40.0,30,40,2358.92
5.15,5.02,3.41,60,0.75,50.0,12,40.0,40.0,30,10,2359.81
5.26,5.19,3.52,60,0.81,80.0,5,40.0,40.0,40,10,2359.81
5.76,5.67,3.9,60,1.21,50.0,2,40.0,40.0,30,20,2360.07
5.68,5.0,3.39,60,0.8,90.0,11,40.0,40.0,30,10,2361.12
5.76,5.0,3.39,60,0.82,40.0,12,40.0,40.0,30,10,2362.06
6.37,5.36,3.53,60,1.01,40.0,3,40.0,30.0,30,50,2362.83
5.76,4.65,3.15,60,0.7,50.0,14,40.0,40.0,30,10,2365.95
5.46,5.09,3.46,60,0.8,60.0,5,40.0,40.0,40,10,2368.37
5.61,4.85,3.28,60,0.75,50.0,3,40.0,40.0,30,10,2401.57
5.24,4.78,3.24,60,0.7,50.0,12,40.0,40.0,30,10,2403.31
5.6,4.82,3.21,60,0.73,50.0,4,40.0,40.0,30,10,2404.83
5.27,5.12,3.42,60,0.76,40.0,1,40.0,40.0,40,20,2404.87
5.36,5.1,3.67,60,0.9,40.0,5,20.0,40.0,20,10,2404.99
5.4,5.29,3.68,60,0.9,40.0,11,30.0,40.0,30,10,2405.31
6.07,5.28,3.58,60,0.96,40.0,7,40.0,40.0,30,20,2405.8
5.46,5.0,3.39,60,0.8,50.0,5,40.0,40.0,30,10,2406.77
5.95,5.41,3.66,60,1.01,60.0,6,40.0,40.0,40,10,2408.0
6.08,5.97,3.87,60,1.2,30.0,2,40.0,30.0,30,20,2411.29
5.84,5.04,3.37,60,0.81,60.0,5,40.0,40.0,30,10,2412.96
5.62,5.45,3.69,60,0.96,50.0,7,40.0,40.0,30,10,2415.62
5.49,5.39,3.57,60,0.9,50.0,11,40.0,40.0,30,20,2417.12
5.3,4.86,3.29,60,0.71,50.0,12,40.0,40.0,30,10,2417.66
6.09,5.27,3.57,60,0.96,60.0,7,40.0,40.0,30,20,2419.01
5.51,4.79,3.25,60,0.7,40.0,1,40.0,40.0,30,10,2142.31
5.49,5.12,3.48,60,0.82,60.0,11,40.0,40.0,30,10,2145.22
5.54,4.97,3.36,60,0.82,40.0,2,40.0,40.0,30,20,2147.8
5.64,5.56,3.78,60,1.01,50.0,7,40.0,40.0,40,60,2147.83
6.26,5.43,3.7,60,1.0,70.0,10,40.0,40.0,40,60,2147.95
5.87,5.59,3.74,60,1.0,70.0,10,40.0,40.0,30,40,2147.95
5.19,4.93,3.28,60,0.7,40.0,4,40.0,30.0,30,10,2148.28
5.42,5.09,3.45,60,0.81,60.0,11,40.0,40.0,30,10,2149.77
6.92,6.07,3.8,60,1.42,40.0,10,40.0,40.0,30,10,2150.61
5.27,5.13,3.53,60,0.8,50.0,5,30.0,40.0,30,20,2155.03
5.83,5.45,3.69,60,1.07,80.0,8,40.0,40.0,40,10,2155.85
5.86,4.96,3.36,60,0.8,60.0,11,40.0,40.0,40,10,2157.93
5.4,5.39,3.65,60,0.91,80.0,7,40.0,40.0,40,10,2158.66
6.35,6.05,4.11,60,1.21,40.0,7,40.0,40.0,40,10,2159.07
4.72,4.33,2.93,60,0.51,80.0,4,40.0,40.0,30,10,2159.88
4.99,4.82,3.44,60,0.7,70.0,2,40.0,40.0,20,10,2026.14
5.25,4.84,3.27,60,0.71,60.0,5,40.0,40.0,30,10,2026.56
4.71,4.49,3.05,60,0.55,80.0,1,40.0,40.0,40,10,2027.1
6.01,5.18,3.5,60,0.93,50.0,7,40.0,40.0,40,10,2027.74
5.57,5.07,3.43,60,0.82,80.0,11,40.0,40.0,30,10,2030.12
