Id,Shape,Weight,Clarity,Colour,Cut,Polish,Symmetry,Fluorescence,Messurements,Price
1605155,CUSHION,0.52,VVS1,I,EX,EX,VG,N,4.69-4.47×3.03,"1,326.87"
1704922,CUSHION,0.72,VS2,FANCY,EX,EX,EX,F,5.21-4.87×3.21,"1,328.48"
1608393,CUSHION,0.82,VS1,M,EX,EX,EX,M,5.23-5.20×3.53,"1,329.81"
1597343,CUSHION,0.72,IF,Y-Z,EX,EX,GD,N,5.09-4.87×3.29,"1,330.50"
1771082,CUSHION,0.5,SI2,H,EX,EX,VG,N,5.13-4.12×2.78,"1,330.91"
1777340,CUSHION,0.5,SI2,E,EX,EX,VG,N,4.67-4.28×2.90,"1,331.01"
1638113,CUSHION,0.8,SI1,N,EX,EX,VG,M,5.47-4.97×3.38,"1,332.09"
1787775,CUSHION,0.52,SI1,I,EX,EX,VG,N,4.62-4.40×2.99,"1,332.82"
1799601,CUSHION,0.53,VS1,J,EX,EX,EX,N,4.70-4.45×3.01,"1,422.74"
1622628,CUSHION,0.51,VS1,FANCY,EX,VG,VG,F,4.62-4.48×2.97,"1,424.23"
1667155,CUSHION,0.53,VS1,I,EX,EX,VG,N,5.19-4.29×2.90,"1,424.37"
1775168,CUSHION,0.5,VS2,E,EX,EX,VG,M,5.01-4.28×2.79,"1,429.01"
1615073,CUSHION,0.52,VVS1,I,EX,EX,VG,N,4.57-4.47×3.03,"1,430.13"
1795575,CUSHION,0.5,VS2,F,VG,EX,EX,ST,4.76-4.20×2.94,"1,436.50"
1589370,CUSHION,0.75,VS1,L,EX,EX,VG,F,5.70-4.78×3.23,"1,437.68"
1757200,CUSHION,0.5,VS2,H,VG,EX,VG,N,4.96-4.21×2.87,"1,439.96"
1648815,CUSHION,0.94,SI1,M,VG,EX,VG,F,5.87-5.18×3.61,"1,441.31"
1506838,CUSHION,0.7,SI1,I,EX,EX,VG,N,5.28-4.81×3.26,"1,444.75"
1648843,CUSHION,0.55,VS2,H,EX,EX,VG,N,5.34-4.27×2.86,"1,445.15"
1665798,CUSHION,0.5,VS2,G,EX,EX,VG,F,4.49-4.46×3.01,"1,447.35"
200702-562,CUSHION,1.08,,FANCY,EX,VG,VG,N,5.95-5.57×3.76,"1,447.51"
1777334,CUSHION,0.5,VS2,G,VG,EX,GD,N,4.77-4.32×2.85,"1,450.02"
1796895,CUSHION,0.5,VS1,I,EX,EX,VG,N,4.69-4.34×2.92,"1,450.05"
1549891,CUSHION,0.72,I1,FANCY,EX,VG,GD,M,5.55-4.67×3.17,"1,054.14"
1779754,CUSHION,0.44,SI1,D,EX,VG,GD,M,4.95-4.00×2.68,"1,059.29"
1769463,CUSHION,0.4,VS2,I,EX,EX,VG,N,4.78-3.89×2.64,"1,065.38"
1798209,CUSHION,0.55,VS2,O-P,EX,EX,EX,N,4.63-4.57×3.10,"1,067.66"
1795587,CUSHION,0.41,SI1,F,EX,EX,VG,N,4.66-3.98×2.64,"1,071.87"
1799605,CUSHION,0.31,VVS1,E,EX,EX,VG,N,3.95-3.78×2.53,"1,072.54"
1622484,CUSHION,0.55,VVS1,K,EX,EX,VG,N,4.74-4.48×3.04,"1,075.21"
1632732,CUSHION,0.7,VS2,N,EX,EX,VG,M,5.23-4.75×3.22,"1,078.14"
1786432,CUSHION,0.4,VS1,I,EX,EX,VG,N,4.25-4.06×2.74,"1,078.32"
