Id,Shape,Weight,Clarity,Colour,Cut,Polish,Symmetry,Fluorescence,Messurements,Price
1785506,PEAR,0.55,VS2,E,EX,EX,VG,F,7.71-4.55×2.65,"2,002.90"
1781646,PEAR,0.5,VS1,F,VG,VG,VG,N,6.60-4.42×2.78,"2,003.66"
1786686,PEAR,0.5,VS2,E,EX,EX,VG,N,7.03-4.35×2.72,"2,004.41"
200664-82,PEAR,1,SI1,G,VG,EX,VG,N,8.55-5.59×3.52,"5,215.69"
211156-225,PEAR,1,SI1,G,GD,EX,GD,N,8.26-5.58×3.35,"5,219.70"
210525-76,PEAR,1.01,SI2,F,VG,VG,VG,N,8.29-5.63×3.54,"5,247.17"
212119-366,PEAR,1.01,SI2,F,EX,EX,VG,N,8.46-5.61×3.48,"5,247.17"
210053-192,PEAR,1,VS1,H,EX,EX,VG,VS,9.58-5.57×3.22,"5,248.91"
210480-154,PEAR,1.01,SI1,I,EX,VG,VG,N,9.03-5.66×3.42,"5,260.92"
1783972,PEAR,0.91,SI1,F,EX,EX,EX,N,8.45-5.54×3.33,"5,269.03"
210467-163,PEAR,1.2,SI2,I,GD,EX,VG,N,8.71-5.72×3.73,"5,280.42"
1767065,PEAR,0.83,VVS1,E,EX,EX,EX,F,8.08-5.31×3.21,"5,295.48"
210439-204,PEAR,1,SI2,D,EX,EX,VG,F,8.50-5.55×3.46,"5,297.83"
213059-203,PEAR,1,SI1,G,EX,EX,VG,M,8.57-5.54×3.49,"5,299.55"
1800880,PEAR,0.9,SI1,G,EX,VG,VG,N,8.94-5.22×3.29,"5,304.37"
210354-53,PEAR,0.96,SI1,F,EX,EX,VG,N,8.50-5.62×3.31,"5,305.87"
210365-384,PEAR,1.2,SI2,J,VG,VG,EX,N,9.68-5.67×3.59,"5,321.13"
210408-92,PEAR,1,SI1,I,EX,EX,EX,N,8.71-5.56×3.48,"5,325.26"
1765803,PEAR,0.5,VS1,F,EX,VG,VG,N,6.99-4.48×2.73,"2,094.05"
1800881,PEAR,0.8,VVS2,N,VG,EX,VG,F,7.57-5.11×3.25,"2,095.82"
1798782,PEAR,0.52,IF,H,EX,EX,EX,N,7.05-4.51×2.73,"2,099.32"
1656683,PEAR,0.5,VS1,D,EX,EX,VG,N,7.55-4.45×2.62,"2,100.82"
1783038,PEAR,0.51,VVS1,G,EX,EX,VG,N,7.43-4.42×2.63,"2,102.41"
1794734,PEAR,0.51,VS2,D,EX,EX,VG,N,7.42-4.40×2.64,"2,103.41"
1797466,PEAR,0.5,VS2,F,EX,EX,VG,N,7.30-4.25×2.64,"2,105.05"
1798797,PEAR,0.52,VVS2,G,EX,EX,GD,N,7.27-4.52×2.67,"2,106.18"
1756640,PEAR,0.5,VVS1,F,VG,EX,VG,N,7.47-4.37×2.52,"2,110.10"
1668402,PEAR,0.59,VS1,E,EX,EX,VG,ST,7.65-4.56×2.80,"2,110.71"
1774526,PEAR,0.6,VS1,D,EX,EX,VG,ST,7.18-4.69×2.95,"2,111.50"
1789208,PEAR,0.5,VS1,F,VG,VG,VG,N,7.01-4.49×2.67,"2,111.79"
1771593,PEAR,0.7,SI1,I,GD,EX,VG,N,7.59-4.87×2.98,"2,113.97"
1794749,PEAR,0.55,VS2,G,EX,EX,EX,F,7.12-4.63×2.73,"2,115.20"
1794702,PEAR,0.5,VVS2,F,VG,EX,VG,N,6.92-4.19×2.68,"2,116.08"
210419-179,PEAR,1.2,SI1,N,VG,EX,VG,N,8.80-5.89×3.76,"2,916.55"
210443-170,PEAR,1,SI2,FANCY,EX,EX,VG,ST,8.67-5.43×3.14,"2,923.38"
1671581,PEAR,0.7,SI1,H,EX,EX,EX,N,7.84-4.87×3.07,"2,927.66"
Eco Diamond LG201055,PEAR,1.01,VVS2,H,EX,EX,EX,N,8.54X5.53X3.54,"2,935.38"
1793322,PEAR,0.6,VVS2,E,EX,EX,GD,N,8.01-4.66×2.68,"2,936.02"
1793316,PEAR,0.76,SI1,I,EX,VG,VG,N,7.80-5.15×3.20,"2,937.76"
1763126,PEAR,0.9,VS2,FANCY,EX,EX,VG,F,8.19-5.14×3.21,"2,938.91"
Eco Diamond LG200222,PEAR,1,VS2,G,VG,VG,VG,N,8.72X5.69X3.32,"2,939.62"
210053-425,PEAR,1,SI2,J,EX,EX,EX,N,9.03-5.72×3.33,"2,941.43"
